quarter,kind,registrant,client,income_trail4_or_firstq,filing_uuid,lda_public_url
2025-Q1,term,AVENUE SOLUTIONS,Omeros Corporation,320000,5f07830b-1d71-4ecd-b89b-51aa5a582955,https://lda.senate.gov/filings/public/filing/5f07830b-1d71-4ecd-b89b-51aa5a582955/print/
2025-Q1,term,VENABLE LLP,Standard Industries,320000,f7c2a82c-c136-4390-b417-0b7dcee4b40e,https://lda.senate.gov/filings/public/filing/f7c2a82c-c136-4390-b417-0b7dcee4b40e/print/
2025-Q1,term,"TIBER CREEK HEALTH STRATEGIES, INC.",TIBER CREEK GROUP (OBO JAZZ PHARMACEUTICALS),320000,e318fc89-6769-43af-8c38-3a042575d94f,https://lda.senate.gov/filings/public/filing/e318fc89-6769-43af-8c38-3a042575d94f/print/
2025-Q1,term,INVARIANT LLC,"INTRINSIC EXCHANGE GROUP, INC.",310000,33f5b276-e0c0-43fc-b634-81166198f862,https://lda.senate.gov/filings/public/filing/33f5b276-e0c0-43fc-b634-81166198f862/print/
2025-Q1,term,ATLAS CROSSING LLC,R2P INNOVATIONS,310000,979d47da-3463-43fe-b08c-a0ec8d940c9e,https://lda.senate.gov/filings/public/filing/979d47da-3463-43fe-b08c-a0ec8d940c9e/print/
2025-Q1,term,"DB3, LLC (FKA THE DASCHLE GROUP)",Antofagasta Minerals S.A.,300000,1e987649-bc80-4110-8566-831350d2f514,https://lda.senate.gov/filings/public/filing/1e987649-bc80-4110-8566-831350d2f514/print/
2025-Q1,term,THE VOGEL GROUP,"Philips Holding USA, Inc.",291800,3b91f119-f20c-408a-a948-bbcdc9593904,https://lda.senate.gov/filings/public/filing/3b91f119-f20c-408a-a948-bbcdc9593904/print/
2025-Q1,term,AVENUE SOLUTIONS,AMEDISYS HOME HEALTH AND HOSPICE CARE,290000,3abe0503-764f-499e-9d2d-4911318320d1,https://lda.senate.gov/filings/public/filing/3abe0503-764f-499e-9d2d-4911318320d1/print/
2025-Q1,term,INVARIANT LLC,American Chemistry Council,290000,0a0e0952-22c0-46e1-8a55-2fcd695706de,https://lda.senate.gov/filings/public/filing/0a0e0952-22c0-46e1-8a55-2fcd695706de/print/
2025-Q2,hire,J M BURKMAN & ASSOCIATES,Joseph Schwartz,960000,e741a1c5-7644-4f1e-8590-db11669460c9,https://lda.senate.gov/filings/public/filing/e741a1c5-7644-4f1e-8590-db11669460c9/print/
2025-Q2,hire,"CRAVATH, SWAINE & MOORE LLP",BARRICK MINING CORPORATION,660000,349a68ac-201a-4bf2-8f22-0c52836e62cb,https://lda.senate.gov/filings/public/filing/349a68ac-201a-4bf2-8f22-0c52836e62cb/print/
2025-Q2,hire,"ERL FEDERAL CONSULTANTS, LLC","CLEANCHOICE ENERGY SHARED SERVICES, LLC",500000,c0cda5dc-5350-4218-9292-14687ab11020,https://lda.senate.gov/filings/public/filing/c0cda5dc-5350-4218-9292-14687ab11020/print/
2025-Q2,hire,"ERL FEDERAL CONSULTANTS, LLC","CONSUMER REPORTS, INC. (F.K.A. CONSUMERS UNION OF UNITED STATES, INC.)",500000,315928be-85cd-476d-8e0b-ca37fe9faa35,https://lda.senate.gov/filings/public/filing/315928be-85cd-476d-8e0b-ca37fe9faa35/print/
2025-Q2,hire,CHECKMATE GOVERNMENT RELATIONS,MONTE VALLE ENERGY LLC,300000,c65e94c9-346c-4cc6-af35-b132fdba784e,https://lda.senate.gov/filings/public/filing/c65e94c9-346c-4cc6-af35-b132fdba784e/print/
2025-Q2,hire,CHECKMATE GOVERNMENT RELATIONS,"PATINO & ASSOCIATES, P.A.",300000,6e5df5bc-7c01-47dd-af01-e5206eb06943,https://lda.senate.gov/filings/public/filing/6e5df5bc-7c01-47dd-af01-e5206eb06943/print/
2025-Q2,hire,BALLARD PARTNERS,"THE MCENTEE GROUP, LLC",300000,dd108233-cbe0-419e-8857-b2719f14834d,https://lda.senate.gov/filings/public/filing/dd108233-cbe0-419e-8857-b2719f14834d/print/
2025-Q2,hire,"K&L GATES, LLP","8 STAR ALASKA, LLC",250000,501472ab-278d-47d3-b564-693d651a3bc1,https://lda.senate.gov/filings/public/filing/501472ab-278d-47d3-b564-693d651a3bc1/print/
2025-Q2,hire,CHECKMATE GOVERNMENT RELATIONS,AMERICAN KITCHEN CABINET ALLIANCE,250000,6d3de32d-e111-4547-98a4-35fd419782b6,https://lda.senate.gov/filings/public/filing/6d3de32d-e111-4547-98a4-35fd419782b6/print/
2025-Q2,hire,VALCOUR LLC,HAZIM NADA,250000,789e3cff-6df3-481e-9f24-3cd9f806160d,https://lda.senate.gov/filings/public/filing/789e3cff-6df3-481e-9f24-3cd9f806160d/print/
2025-Q2,hire,"FAHMY HUDOME INTERNATIONAL, LLC",Orion Power,250000,0324a4f1-9cd9-42c6-b534-a624ee9d6ba1,https://lda.senate.gov/filings/public/filing/0324a4f1-9cd9-42c6-b534-a624ee9d6ba1/print/
2025-Q2,hire,VICTORY COALITION STRATEGIES LLC,Orion Power,250000,18917909-8e44-499e-b6d2-bfb2fc58270d,https://lda.senate.gov/filings/public/filing/18917909-8e44-499e-b6d2-bfb2fc58270d/print/
2025-Q2,hire,HOLLAND & KNIGHT LLP,Virginia Hospital & Healthcare Association,220000,b3f18357-a244-4942-a896-ace3ef854621,https://lda.senate.gov/filings/public/filing/b3f18357-a244-4942-a896-ace3ef854621/print/
2025-Q2,hire,"MILLER STRATEGIES, LLC","AM General, LLC",200000,31d1199d-6afd-4e01-9f97-5b5670d0659f,https://lda.senate.gov/filings/public/filing/31d1199d-6afd-4e01-9f97-5b5670d0659f/print/
2025-Q2,hire,BALLARD PARTNERS,BIOSTAR MEDICAL LLC,200000,9148481e-0058-4a70-a6b6-bacad6ee0a94,https://lda.senate.gov/filings/public/filing/9148481e-0058-4a70-a6b6-bacad6ee0a94/print/
2025-Q2,hire,"GUIDEPOSTSTRATEGIES, LLC",LITHIUM AMERICAS CORP.,200000,c33c96e4-56cf-4bc9-975a-c65c717f7a9f,https://lda.senate.gov/filings/public/filing/c33c96e4-56cf-4bc9-975a-c65c717f7a9f/print/
2025-Q2,hire,BALLARD PARTNERS,"REVELLE AESTHETICS, INC.",200000,c0d468b0-7606-476d-b0de-1447c9d22010,https://lda.senate.gov/filings/public/filing/c0d468b0-7606-476d-b0de-1447c9d22010/print/
2025-Q2,hire,VENN STRATEGIES,"TRIS PHARMA, INC.",200000,c5afacd4-e804-4c21-a1c8-49c17b8d7543,https://lda.senate.gov/filings/public/filing/c5afacd4-e804-4c21-a1c8-49c17b8d7543/print/
2025-Q2,hire,"MERCURY PUBLIC AFFAIRS, LLC",Tencent America LLC,200000,74db0ca8-5664-407c-a720-52751072a407,https://lda.senate.gov/filings/public/filing/74db0ca8-5664-407c-a720-52751072a407/print/
2025-Q2,hire,BALLARD PARTNERS,"UNET PRODUCTION, LLC",200000,cb03f0f9-8f07-41cb-ac6c-0af5cd7af089,https://lda.senate.gov/filings/public/filing/cb03f0f9-8f07-41cb-ac6c-0af5cd7af089/print/
2025-Q2,hire,CHECKMATE GOVERNMENT RELATIONS,EVERSHEDS SUTHERLAND LLP ON BEHALF OF MAUREL & PROM,180000,7414e099-1bbe-47b5-861f-833f70d5c73c,https://lda.senate.gov/filings/public/filing/7414e099-1bbe-47b5-861f-833f70d5c73c/print/
2025-Q2,hire,HOGAN LOVELLS US LLP,Tencent America LLC,180000,110241dd-3b63-4fda-9901-baaa49dccbe9,https://lda.senate.gov/filings/public/filing/110241dd-3b63-4fda-9901-baaa49dccbe9/print/
2025-Q2,hire,"MO STRATEGIES, INC.",Tencent America LLC,180000,2e0a2852-91df-4fdc-920f-99362cc600f0,https://lda.senate.gov/filings/public/filing/2e0a2852-91df-4fdc-920f-99362cc600f0/print/
2025-Q2,hire,STEPTOE LLP,"XCALIBER INTERNATIONAL LTD, LLC",180000,fefbb084-1ecb-4db4-963b-b95046eea6af,https://lda.senate.gov/filings/public/filing/fefbb084-1ecb-4db4-963b-b95046eea6af/print/
2025-Q2,hire,PRIME POLICY GROUP,KEDRION BIOPHARMA,170000,014dd326-185d-4344-ae68-b74967191043,https://lda.senate.gov/filings/public/filing/014dd326-185d-4344-ae68-b74967191043/print/
2025-Q2,hire,FFG GROUP,"NATSO, INC.",170000,17147c8c-c778-4fd1-b892-8c82b7cfcab9,https://lda.senate.gov/filings/public/filing/17147c8c-c778-4fd1-b892-8c82b7cfcab9/print/
2025-Q2,hire,SQUIRE PATTON BOGGS,Gainwell Technologies (fka Health Management Systems),160000,f4ca03be-45fd-4e60-8f8d-1a73b00d6305,https://lda.senate.gov/filings/public/filing/f4ca03be-45fd-4e60-8f8d-1a73b00d6305/print/
2025-Q2,hire,"RUBIN, TURNBULL & ASSOCIATES",Brown-Forman Corporation,150000,da1d78cc-2689-4e96-b570-9abe36947a56,https://lda.senate.gov/filings/public/filing/da1d78cc-2689-4e96-b570-9abe36947a56/print/
2025-Q2,hire,BALLARD PARTNERS,"DATA INTEGRITY ADVISORS, LLC",150000,b765a627-a30e-433a-b865-5c6747f68851,https://lda.senate.gov/filings/public/filing/b765a627-a30e-433a-b865-5c6747f68851/print/
2025-Q2,hire,"CONTINENTAL STRATEGY, LLC",ELEMENT FUELS HOLDINGS LLC,150000,3862b2a1-85bf-42bb-86ef-8ebb49c5b361,https://lda.senate.gov/filings/public/filing/3862b2a1-85bf-42bb-86ef-8ebb49c5b361/print/
2025-Q2,term,"CRAVATH, SWAINE & MOORE LLP",BARRICK MINING CORPORATION,660000,349a68ac-201a-4bf2-8f22-0c52836e62cb,https://lda.senate.gov/filings/public/filing/349a68ac-201a-4bf2-8f22-0c52836e62cb/print/
2025-Q2,term,DLA PIPER LLP (US),BLUEHALO CORPORATION,520000,e164cbbc-4b0a-4e33-9252-0d6e716c2425,https://lda.senate.gov/filings/public/filing/e164cbbc-4b0a-4e33-9252-0d6e716c2425/print/
2025-Q2,term,FGS GLOBAL (US) LLC (FKA FGH HOLDINGS LLC),"The Big Ten Conference, Inc.",520000,92e72aac-e091-498e-a6b5-e15043191e6f,https://lda.senate.gov/filings/public/filing/92e72aac-e091-498e-a6b5-e15043191e6f/print/
2025-Q2,term,ARNOLD & PORTER KAYE SCHOLER LLP,Robert Bosch LLC,480000,4ad25114-1bce-48dd-94ea-6c692dfff1ff,https://lda.senate.gov/filings/public/filing/4ad25114-1bce-48dd-94ea-6c692dfff1ff/print/
2025-Q2,term,"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",SHEIN Technology LLC,450000,4d60ca31-ddfe-4ae4-a8d2-23b4138cd6fb,https://lda.senate.gov/filings/public/filing/4d60ca31-ddfe-4ae4-a8d2-23b4138cd6fb/print/
2025-Q2,term,C.A.R. CONSULTING SERVICES,LIBERTY PARTNERS GROUP O/B/O APTQI-HSCHEIN-PDS-SANTAFE-SOUND-RCCS-AFHC-WELLVANA,440000,23dcfb57-9e71-4ab5-b1b4-d8c3c6c23745,https://lda.senate.gov/filings/public/filing/23dcfb57-9e71-4ab5-b1b4-d8c3c6c23745/print/
2025-Q2,term,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",Twin Metals Minnesota LLC,440000,52617a1d-0407-424d-b0e5-b8d9801d24f3,https://lda.senate.gov/filings/public/filing/52617a1d-0407-424d-b0e5-b8d9801d24f3/print/
2025-Q2,term,SIDEPRIZE LLC D/B/A PRIZEPICKS,"SidePrize LLC, d/b/a PrizePicks",420000,6c1f4a29-b8b3-45ed-9821-03d4e222e87a,https://lda.senate.gov/filings/public/filing/6c1f4a29-b8b3-45ed-9821-03d4e222e87a/print/
2025-Q2,term,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",EQUINOR WIND US LLC,400000,7b8eb75f-67d0-48b2-b5e4-5f5fb20ec2d4,https://lda.senate.gov/filings/public/filing/7b8eb75f-67d0-48b2-b5e4-5f5fb20ec2d4/print/
2025-Q2,term,BALLARD PARTNERS,AKIN GUMP STRAUSS HAUER & FELD (OBO GILA RIVER INDIAN COMMUNITY),360000,b17fd6b2-85c3-47d1-a242-e9a0df0194bb,https://lda.senate.gov/filings/public/filing/b17fd6b2-85c3-47d1-a242-e9a0df0194bb/print/
2025-Q2,term,"MANATT, PHELPS, AND PHILLIPS","Guardant Health, Inc.",360000,09b3625c-7c69-4e4f-b83f-25346895e4ac,https://lda.senate.gov/filings/public/filing/09b3625c-7c69-4e4f-b83f-25346895e4ac/print/
2025-Q2,term,FIERCE GOVERNMENT RELATIONS,Oracle Corporation,360000,3309bd75-ebe3-4ffe-a7d2-b07db205e82a,https://lda.senate.gov/filings/public/filing/3309bd75-ebe3-4ffe-a7d2-b07db205e82a/print/
2025-Q2,term,"NAVIGATORS GLOBAL LLC (FORMERLY DC NAVIGATORS, LLC)",SHEIN Technology LLC,360000,752dfeb3-8628-4a42-8cb8-0a5f4bff1480,https://lda.senate.gov/filings/public/filing/752dfeb3-8628-4a42-8cb8-0a5f4bff1480/print/
2025-Q2,term,THE MADISON GROUP,Novo Nordisk Inc.,330000,e69b3a5e-9f70-44e3-91de-86796facdb29,https://lda.senate.gov/filings/public/filing/e69b3a5e-9f70-44e3-91de-86796facdb29/print/
2025-Q2,term,TODD STRATEGY GROUP,"Alexion Pharmaceuticals, Inc.",320000,0f80938b-e20c-4827-a237-b557ad8f62c1,https://lda.senate.gov/filings/public/filing/0f80938b-e20c-4827-a237-b557ad8f62c1/print/
2025-Q2,term,BLANK ROME GOVERNMENT RELATIONS,Canadian National Railway,320000,f9489ba7-b247-46bd-b822-c9c50540d269,https://lda.senate.gov/filings/public/filing/f9489ba7-b247-46bd-b822-c9c50540d269/print/
2025-Q2,term,"BATIE & ASSOCIATES, LLC","Coinbase Global, Inc.",320000,c5a3159e-1f0e-431f-b6cc-8bbc5f459970,https://lda.senate.gov/filings/public/filing/c5a3159e-1f0e-431f-b6cc-8bbc5f459970/print/
2025-Q2,term,AKIN GUMP STRAUSS HAUER & FELD,DRONEDEPLOY,320000,a5c1b278-ccee-4cdb-b623-bc86475a8453,https://lda.senate.gov/filings/public/filing/a5c1b278-ccee-4cdb-b623-bc86475a8453/print/
2025-Q2,term,"CORNERSTONE GOVERNMENT AFFAIRS, INC.",YAYASAN BERBAKTI SEMANGAT INDONESIA,320000,887861e3-f120-405c-b2f8-9ecbaba54eaa,https://lda.senate.gov/filings/public/filing/887861e3-f120-405c-b2f8-9ecbaba54eaa/print/
2025-Q2,term,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",Talos Energy,310000,07425612-4c9f-495c-bec4-2542cf820c40,https://lda.senate.gov/filings/public/filing/07425612-4c9f-495c-bec4-2542cf820c40/print/
2025-Q2,term,CAPITOL COUNSEL LLC,FOOD FIX CAMPAIGN ACTION INC (F/K/A FOOD FIX CAMPAIGN),300000,5fa4d14b-fc4e-441e-b8d3-e2cbf419eb15,https://lda.senate.gov/filings/public/filing/5fa4d14b-fc4e-441e-b8d3-e2cbf419eb15/print/
2025-Q2,term,"ALPINE GROUP PARTNERS, LLC.",MANAGEYOURID,300000,c1859c64-6e8d-4666-97e1-97033d790b94,https://lda.senate.gov/filings/public/filing/c1859c64-6e8d-4666-97e1-97033d790b94/print/
2025-Q2,term,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",PwC US Group LLP,300000,1ca11c72-112a-4c0f-a72b-fe75d9ebaebd,https://lda.senate.gov/filings/public/filing/1ca11c72-112a-4c0f-a72b-fe75d9ebaebd/print/
2025-Q2,term,THE DUBERSTEIN GROUP INC.,"BP America, Inc.",290000,b87dee2e-cebe-4268-8ddc-a900c360a69d,https://lda.senate.gov/filings/public/filing/b87dee2e-cebe-4268-8ddc-a900c360a69d/print/
2025-Q2,term,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",VECTOR GROUP LTD,290000,fe8eceed-7c0b-49f8-88c5-1d155661f896,https://lda.senate.gov/filings/public/filing/fe8eceed-7c0b-49f8-88c5-1d155661f896/print/
2025-Q2,term,BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ,"Martin Baker Aircraft Co., Ltd.",280000,d0c00093-fd74-4eb6-aeaf-9c488fedb26a,https://lda.senate.gov/filings/public/filing/d0c00093-fd74-4eb6-aeaf-9c488fedb26a/print/
2025-Q2,term,KELLEY DRYE & WARREN LLP,TRON BLOCKCHAIN AND DAO (AS SUPPORTED BY TRON TECH LIMITED AND RAINCO PTE LTD.),280000,3b214c2f-7cfd-4ca7-a314-15da0d6884b9,https://lda.senate.gov/filings/public/filing/3b214c2f-7cfd-4ca7-a314-15da0d6884b9/print/
2025-Q2,term,THE VOGEL GROUP,EVOLVE BANK & TRUST,275000,af595779-72b9-4576-82ce-e678148e233a,https://lda.senate.gov/filings/public/filing/af595779-72b9-4576-82ce-e678148e233a/print/
2025-Q2,term,BRACEWELL LLP,"YUGA LABS, INC.",275000,5fac26f3-6eda-4e72-9095-2dcd74bfabdf,https://lda.senate.gov/filings/public/filing/5fac26f3-6eda-4e72-9095-2dcd74bfabdf/print/
2025-Q2,term,"MILLER STRATEGIES, LLC",ANDRETTI FORMULA RACING LLC,270000,72e8cd7f-2fe6-44f4-ba51-f3e60e80a09e,https://lda.senate.gov/filings/public/filing/72e8cd7f-2fe6-44f4-ba51-f3e60e80a09e/print/
2025-Q3,hire,JAVELIN ADVISORS LLC,LOGICAL STRATEGIES LLC,1200000,dce3c038-9695-483f-b2ca-a2b1cec1dbc2,https://lda.senate.gov/filings/public/filing/dce3c038-9695-483f-b2ca-a2b1cec1dbc2/print/
2025-Q3,hire,BALLARD PARTNERS,"Korea Zinc Company, Ltd.",600000,77a989bf-6e86-413c-a25f-8ebb4d5f0324,https://lda.senate.gov/filings/public/filing/77a989bf-6e86-413c-a25f-8ebb4d5f0324/print/
2025-Q3,hire,BALLARD PARTNERS,NEW ERA FUND,600000,c683fde9-20b0-45b8-850c-0c33b1db0ce6,https://lda.senate.gov/filings/public/filing/c683fde9-20b0-45b8-850c-0c33b1db0ce6/print/
2025-Q3,hire,CHECKMATE GOVERNMENT RELATIONS,Binance Holdings Limited,450000,86e7cb11-5f9b-4a7f-999d-4b0e45e4e3c6,https://lda.senate.gov/filings/public/filing/86e7cb11-5f9b-4a7f-999d-4b0e45e4e3c6/print/
2025-Q3,hire,"RUBIN, TURNBULL & ASSOCIATES",BENJAMIN COMPANY ON BEHALF OF SUTTER HEALTH,330000,9f2ff2c2-f5c1-42ea-851e-b29e25787b83,https://lda.senate.gov/filings/public/filing/9f2ff2c2-f5c1-42ea-851e-b29e25787b83/print/
2025-Q3,hire,BALLARD PARTNERS,"CHRIS KISE & ASSOCIATES, P.A. ON BEHALF OF ROGER VER",300000,a62e17a4-c3c5-4f21-ad2a-dedee8474b27,https://lda.senate.gov/filings/public/filing/a62e17a4-c3c5-4f21-ad2a-dedee8474b27/print/
2025-Q3,hire,BALLARD PARTNERS,"AKIN GUMP STRAUSS HAUER & FIELD LLP ON BEHALF OF TP-LINK SYSTEMS, INC.",260000,30532556-dd91-451c-9726-4de180c96f70,https://lda.senate.gov/filings/public/filing/30532556-dd91-451c-9726-4de180c96f70/print/
2025-Q3,hire,"MERCURY PUBLIC AFFAIRS, LLC",ELANCO US INC,230000,cf74efe6-f5b4-4481-9ade-0a31c06f58de,https://lda.senate.gov/filings/public/filing/cf74efe6-f5b4-4481-9ade-0a31c06f58de/print/
2025-Q3,hire,HOGAN LOVELLS US LLP,Deere & Company,210000,2dcbd630-52c1-4dbf-8664-5519869af282,https://lda.senate.gov/filings/public/filing/2dcbd630-52c1-4dbf-8664-5519869af282/print/
2025-Q3,hire,CHECKMATE GOVERNMENT RELATIONS,UNICOIN,200000,70b206ae-5787-4d30-beb9-856233d3937a,https://lda.senate.gov/filings/public/filing/70b206ae-5787-4d30-beb9-856233d3937a/print/
2025-Q3,hire,"MILLER STRATEGIES, LLC",Fair Isaac Corporation (dba FICO),190000,a45d6e07-8f62-42a8-ad23-f248fb808040,https://lda.senate.gov/filings/public/filing/a45d6e07-8f62-42a8-ad23-f248fb808040/print/
2025-Q3,hire,HOGAN LOVELLS US LLP,Invenergy LLC,190000,c369b275-1ebb-4208-81b6-a8f86816a64c,https://lda.senate.gov/filings/public/filing/c369b275-1ebb-4208-81b6-a8f86816a64c/print/
2025-Q3,hire,JOHN MCENTEE,Tencent America LLC,175000,226f6681-2766-4ad7-8739-cb46e0d6923a,https://lda.senate.gov/filings/public/filing/226f6681-2766-4ad7-8739-cb46e0d6923a/print/
2025-Q3,hire,"RUBIN, TURNBULL & ASSOCIATES",CIBANCO,170000,cf38e5a5-f632-4ca5-a45d-aa5c6bdb4bd2,https://lda.senate.gov/filings/public/filing/cf38e5a5-f632-4ca5-a45d-aa5c6bdb4bd2/print/
2025-Q3,hire,HOGAN LOVELLS US LLP,"Jane Street Group, LLC",160000,c0b515d4-35d7-48fb-8c5e-587735b9bd86,https://lda.senate.gov/filings/public/filing/c0b515d4-35d7-48fb-8c5e-587735b9bd86/print/
2025-Q3,hire,SULLIVAN & CROMWELL LLP,SOLAR LANDSCAPE,160000,e551593d-cc39-4b2e-a00a-9449a10cc7b2,https://lda.senate.gov/filings/public/filing/e551593d-cc39-4b2e-a00a-9449a10cc7b2/print/
2025-Q3,hire,VENABLE LLP,AMERICAN VEHICLE OWNERS ALLIANCE,150000,20702f68-5987-4623-8ff1-1904372a727c,https://lda.senate.gov/filings/public/filing/20702f68-5987-4623-8ff1-1904372a727c/print/
2025-Q3,hire,CHECKMATE GOVERNMENT RELATIONS,EVERSHEDS SUTHERLAND ON BEHALF OF KCC SHIPOWNING AC.,150000,be6f82ad-bd68-45ab-a10e-0985e8148b49,https://lda.senate.gov/filings/public/filing/be6f82ad-bd68-45ab-a10e-0985e8148b49/print/
2025-Q3,hire,"MILLER STRATEGIES, LLC",Fermi America,150000,aefd4859-a935-4356-a81f-6801c2d6000a,https://lda.senate.gov/filings/public/filing/aefd4859-a935-4356-a81f-6801c2d6000a/print/
2025-Q3,hire,THE GALLERY HOSPITALITY CORP,HILL STRATEGY LLC,150000,fd1b71ab-c422-4218-ae7a-483e78b500da,https://lda.senate.gov/filings/public/filing/fd1b71ab-c422-4218-ae7a-483e78b500da/print/
2025-Q3,hire,STEPTOE LLP,KENIFIC GROUP LLC D/B/A PANTHEON DATA,150000,ae2b9b24-13dd-47f4-a0a0-8d74ba0f8b0f,https://lda.senate.gov/filings/public/filing/ae2b9b24-13dd-47f4-a0a0-8d74ba0f8b0f/print/
2025-Q3,hire,CHECKMATE GOVERNMENT RELATIONS,MARCH GL COMPANY,150000,8e40efc5-865b-4c14-9cc7-57421808d94d,https://lda.senate.gov/filings/public/filing/8e40efc5-865b-4c14-9cc7-57421808d94d/print/
2025-Q3,hire,CHECKMATE GOVERNMENT RELATIONS,STOP GAS STATION HEROIN LLC,150000,d95b729e-5b66-42cf-b5f1-574e7de1e33d,https://lda.senate.gov/filings/public/filing/d95b729e-5b66-42cf-b5f1-574e7de1e33d/print/
2025-Q3,hire,CHECKMATE GOVERNMENT RELATIONS,"The GEO Group, Inc.",150000,b2c6406b-4f96-4596-9325-38fefbea43eb,https://lda.senate.gov/filings/public/filing/b2c6406b-4f96-4596-9325-38fefbea43eb/print/
2025-Q3,hire,MICHAEL BEST STRATEGIES LLC,Vortex Optics,150000,8d91a827-8c90-4acb-9ff1-e5087570767b,https://lda.senate.gov/filings/public/filing/8d91a827-8c90-4acb-9ff1-e5087570767b/print/
2025-Q3,hire,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",AMERICAN CHAMBER OF COMMERCE FOR BRAZIL,140000,352befc6-6c37-43d3-bb21-6659115cf6f1,https://lda.senate.gov/filings/public/filing/352befc6-6c37-43d3-bb21-6659115cf6f1/print/
2025-Q3,hire,BALLARD PARTNERS,CONFEDERACAO NACIONAL DA INDUSTRIA (CNI),140000,4aa0a4b3-1fba-4321-9fc1-c2498f4700bc,https://lda.senate.gov/filings/public/filing/4aa0a4b3-1fba-4321-9fc1-c2498f4700bc/print/
2025-Q3,hire,BGR GOVERNMENT AFFAIRS,"QEUK ON BEHALF OF PALLADIAN PARTNERS, L.P. AND HBK MASTER FUND L.P.",140000,629f9794-0e72-4df1-a2af-8630cb8207d9,https://lda.senate.gov/filings/public/filing/629f9794-0e72-4df1-a2af-8630cb8207d9/print/
2025-Q3,hire,AKIN GUMP STRAUSS HAUER & FELD,Data Center Coalition,130000,f719c54b-99b3-4a73-828f-baecd6fbd038,https://lda.senate.gov/filings/public/filing/f719c54b-99b3-4a73-828f-baecd6fbd038/print/
2025-Q3,hire,BGR GOVERNMENT AFFAIRS,WISON NEW ENERGIES COMPANY,130000,6313f6e9-5fc2-4f8f-a5d1-08d1190f3b70,https://lda.senate.gov/filings/public/filing/6313f6e9-5fc2-4f8f-a5d1-08d1190f3b70/print/
2025-Q3,term,"A10 ASSOCIATES, LLC",KUCOIN,2000000,a2ada235-5a3f-4f67-be12-b7451da8e87b,https://lda.senate.gov/filings/public/filing/a2ada235-5a3f-4f67-be12-b7451da8e87b/print/
2025-Q3,term,MCLARTY INBOUND LLC,FIRST QUANTUM MINERALS LTD.,770000,7c52572e-b51e-42dd-98aa-83335ac7ce2f,https://lda.senate.gov/filings/public/filing/7c52572e-b51e-42dd-98aa-83335ac7ce2f/print/
2025-Q3,term,BALLARD PARTNERS,"NIXON PEABODY LLP (ON BEHALF OF PAX TECHNOLOGY INC. - ""PAX US"")",770000,a0ab39ac-d3de-4e45-b0ba-9285f736fa71,https://lda.senate.gov/filings/public/filing/a0ab39ac-d3de-4e45-b0ba-9285f736fa71/print/
2025-Q3,term,"A10 ASSOCIATES, LLC",CERTIK,600000,18c75e91-0264-45bc-8dd2-086ce2487541,https://lda.senate.gov/filings/public/filing/18c75e91-0264-45bc-8dd2-086ce2487541/print/
2025-Q3,term,AKIN GUMP STRAUSS HAUER & FELD,ASSOCIATIONS OF MEXICAN TOMATO GROWERS,520000,12feec0d-a8c0-4e3f-9b50-46f99d5b4a5d,https://lda.senate.gov/filings/public/filing/12feec0d-a8c0-4e3f-9b50-46f99d5b4a5d/print/
2025-Q3,term,HOLLAND & KNIGHT LLP,CITY AND COUNTY OF SAN FRANCISCO,480000,cc88f755-96cb-4640-ba86-1c2c97c9bc8e,https://lda.senate.gov/filings/public/filing/cc88f755-96cb-4640-ba86-1c2c97c9bc8e/print/
2025-Q3,term,SIDLEY AUSTIN LLP,"DJI Technology, Inc.",420000,f704641e-afc9-49b6-bc32-dd23b54169e4,https://lda.senate.gov/filings/public/filing/f704641e-afc9-49b6-bc32-dd23b54169e4/print/
2025-Q3,term,"A10 ASSOCIATES, LLC",EMURGO GROUP PTE. LTD.,416666,59fcdf46-291a-4f36-b9ca-375170430b1f,https://lda.senate.gov/filings/public/filing/59fcdf46-291a-4f36-b9ca-375170430b1f/print/
2025-Q3,term,"ERVIN GRAVES STRATEGY GROUP, LLC","COHERENT, INC",400000,d3c94304-9523-4a27-8a53-86c4ca8b2b1f,https://lda.senate.gov/filings/public/filing/d3c94304-9523-4a27-8a53-86c4ca8b2b1f/print/
2025-Q3,term,"MERCURY PUBLIC AFFAIRS, LLC",Dairy Farmers of Canada,400000,07ac3136-1bca-4349-8915-a5f0653ba43c,https://lda.senate.gov/filings/public/filing/07ac3136-1bca-4349-8915-a5f0653ba43c/print/
2025-Q3,term,BALLARD PARTNERS,SIMPSON THACHER & BARTLETT LLP,400000,42ca23f5-f7a6-4aa1-9975-de48f86f4cf1,https://lda.senate.gov/filings/public/filing/42ca23f5-f7a6-4aa1-9975-de48f86f4cf1/print/
