registrant,client,q_income,cite_uuid,registration_only,terminated_same_q,lda_public_url
"CROSSROADS STRATEGIES, LLC",Sports Betting Alliance,40000,e67bf1b2-f844-4171-bdad-6a9a596c0e04,False,False,https://lda.senate.gov/filings/public/filing/e67bf1b2-f844-4171-bdad-6a9a596c0e04/print/
"ALPINE GROUP PARTNERS, LLC.","TANGRAM FLEX, INC.",40000,b7d6bd62-6ae8-4c9a-9210-17003fa18aa4,False,False,https://lda.senate.gov/filings/public/filing/b7d6bd62-6ae8-4c9a-9210-17003fa18aa4/print/
STRATEGIC MARKETING INNOVATIONS,THALLIOS INC.,40000,171a174c-8e6a-4ef7-bdb5-c6eaca4be515,False,False,https://lda.senate.gov/filings/public/filing/171a174c-8e6a-4ef7-bdb5-c6eaca4be515/print/
"MERCURY PUBLIC AFFAIRS, LLC",THE AMERICAN BORDER STORY ACTION,40000,843a451c-a0af-4107-a396-d80739e30538,False,False,https://lda.senate.gov/filings/public/filing/843a451c-a0af-4107-a396-d80739e30538/print/
"CONTINENTAL STRATEGY, LLC",THE TORO COMPANY,40000,d9b944ae-0ab5-4d3f-a738-c4572263fef3,False,False,https://lda.senate.gov/filings/public/filing/d9b944ae-0ab5-4d3f-a738-c4572263fef3/print/
"BARNES & THORNBURG, LLP","TOSHIBA AMERICA, INC.",40000,e2934508-e3b9-4731-9962-d0c11bbfbd1c,False,False,https://lda.senate.gov/filings/public/filing/e2934508-e3b9-4731-9962-d0c11bbfbd1c/print/
HOLLAND & KNIGHT LLP,"TRAPAC, LLC",40000,7babb62c-2809-4f77-b0c8-59af1ffdfd9b,False,False,https://lda.senate.gov/filings/public/filing/7babb62c-2809-4f77-b0c8-59af1ffdfd9b/print/
"CORNERSTONE GOVERNMENT AFFAIRS, INC.","TREATY OAK CLEAN ENERGY, LLC",40000,7202b5ec-a9ab-427b-9873-35db9afe3a33,False,False,https://lda.senate.gov/filings/public/filing/7202b5ec-a9ab-427b-9873-35db9afe3a33/print/
BUCHANAN INGERSOLL & ROONEY PC,"TYCHE EXTRACTION COMPANY, LLC",40000,58a21d63-a259-4ecc-9589-7c16a60b6282,False,False,https://lda.senate.gov/filings/public/filing/58a21d63-a259-4ecc-9589-7c16a60b6282/print/
"BALLARD PARTNERS, LLC","Tricoci University of Beauty Culture, LLC",40000,5dd9349e-d31d-42cb-a92e-09db9a645064,False,False,https://lda.senate.gov/filings/public/filing/5dd9349e-d31d-42cb-a92e-09db9a645064/print/
ALSTON & BIRD LLP,UNITED STATES OLYMPIC & PARALYMPIC COMMITTEE,40000,5faeb968-39c6-4736-a4ad-b90a8114ce55,False,False,https://lda.senate.gov/filings/public/filing/5faeb968-39c6-4736-a4ad-b90a8114ce55/print/
"MINDSET ADVOCACY, LLC",US CHASSIS MANUFACTURERS COALITION (UCMC),40000,c526c521-bb17-4b06-a67b-644c2c4b7da6,False,False,https://lda.senate.gov/filings/public/filing/c526c521-bb17-4b06-a67b-644c2c4b7da6/print/
CONVERGE PUBLIC STRATEGIES,VELLAR HOLDINGS LLC D/B/A SAFE SHIP MOVING SERVICES LLC,40000,d861f78a-f70d-4f45-bec9-37d5ab9d9c2f,False,False,https://lda.senate.gov/filings/public/filing/d861f78a-f70d-4f45-bec9-37d5ab9d9c2f/print/
"MEHLMAN CONSULTING, INC.",VIDOORI,40000,8b364c51-ec20-4d1d-aadd-bf1a785a5340,False,False,https://lda.senate.gov/filings/public/filing/8b364c51-ec20-4d1d-aadd-bf1a785a5340/print/
ARK STRATEGY,"VOXEL51, INC",40000,389678dc-3435-430a-a64a-2cacc10ea2b5,False,False,https://lda.senate.gov/filings/public/filing/389678dc-3435-430a-a64a-2cacc10ea2b5/print/
"MILLER STRATEGIES, LLC","Zeno Power Systems, Inc.",40000,ea6acbfd-e33e-43b0-91f6-1ba31d1468b2,False,False,https://lda.senate.gov/filings/public/filing/ea6acbfd-e33e-43b0-91f6-1ba31d1468b2/print/
MAVERICK HILL PARTNERS,Systecon North America,38000,97c05cd6-eea3-4705-8979-d20b05955b14,False,False,https://lda.senate.gov/filings/public/filing/97c05cd6-eea3-4705-8979-d20b05955b14/print/
AVIVA STRATEGIES (FKA MGB CONSULTING),ACT FOR ULTRA RARE,37500,7ec8b2fe-0aac-4b84-a65a-1ec577a7e429,False,False,https://lda.senate.gov/filings/public/filing/7ec8b2fe-0aac-4b84-a65a-1ec577a7e429/print/
"TSG ADVOCATES DC, LLC","QHLTH, INC. D/B/A QURATE HEALTH",37500,41e35f79-004e-4e34-b41b-508cb0973ffe,False,False,https://lda.senate.gov/filings/public/filing/41e35f79-004e-4e34-b41b-508cb0973ffe/print/
FRONTLINE GOVERNMENT RELATIONS,CORE POWER (US) INC.,37000,e726d776-bacd-437d-9850-922989d189dd,False,False,https://lda.senate.gov/filings/public/filing/e726d776-bacd-437d-9850-922989d189dd/print/
MABRY PUBLIC AFFAIRS LLC,HIDALGO COUNTY DRAINAGE DISTRICT NO. 1,35000,05c92e17-fc05-41fd-bdad-c8d42d91146d,False,False,https://lda.senate.gov/filings/public/filing/05c92e17-fc05-41fd-bdad-c8d42d91146d/print/
HB STRATEGIES (FKA HUSCH BLACKWELL STRATEGIES),KNOWINK,35000,cd3af0d0-e8ac-4aaa-885f-a489a4ab12d4,False,False,https://lda.senate.gov/filings/public/filing/cd3af0d0-e8ac-4aaa-885f-a489a4ab12d4/print/
HB STRATEGIES (FKA HUSCH BLACKWELL STRATEGIES),LIBERTY VOTE,35000,dabcaca9-bb9b-47f6-8b6f-7be95b9c57e9,False,False,https://lda.senate.gov/filings/public/filing/dabcaca9-bb9b-47f6-8b6f-7be95b9c57e9/print/
WILEY REIN LLP,"MATANUSKA TELECOM ASSOCIATION, INC.",35000,8650978e-eace-4b80-a45d-e90098144429,False,False,https://lda.senate.gov/filings/public/filing/8650978e-eace-4b80-a45d-e90098144429/print/
"CONTINENTAL STRATEGY, LLC",HORNBECK OFFSHORE SERVICES INC,33929,29b73d8a-c189-43c4-a206-b9c0b64d9c02,False,False,https://lda.senate.gov/filings/public/filing/29b73d8a-c189-43c4-a206-b9c0b64d9c02/print/
MR. DAVID FRIEDMAN,"OSY TECHNOLOGIES S.A.R.L. AND ITS SUBSIDIARY WESTBRIDGE TECHNOLOGY, INC.",33750,49fa7a92-8393-4446-b85e-de5854d81a66,False,False,https://lda.senate.gov/filings/public/filing/49fa7a92-8393-4446-b85e-de5854d81a66/print/
THORN RUN PARTNERS,A1 LITHIUM,30000,dda08bfc-01b1-4629-b558-0133be25b95a,False,False,https://lda.senate.gov/filings/public/filing/dda08bfc-01b1-4629-b558-0133be25b95a/print/
"HEALTH POLICY SOURCE, INC.","ADVANCED MEDICAL MANAGEMENT, INC.",30000,4de6fb5d-97cd-41c4-8058-21afa89820ff,False,False,https://lda.senate.gov/filings/public/filing/4de6fb5d-97cd-41c4-8058-21afa89820ff/print/
INVARIANT LLC,ADYEN N.V.,30000,2585eff4-aafb-47ff-8fd8-bbcdd17b1403,False,False,https://lda.senate.gov/filings/public/filing/2585eff4-aafb-47ff-8fd8-bbcdd17b1403/print/
INVARIANT LLC,AEOLUS LABS,30000,44ade0f4-3f74-4979-ae49-9bd259eff691,False,False,https://lda.senate.gov/filings/public/filing/44ade0f4-3f74-4979-ae49-9bd259eff691/print/
THE VOGEL GROUP,AERMETRIC TECHNOLOGY GROUP,30000,f99bc284-78e8-46b2-a126-f5460534c9e1,False,False,https://lda.senate.gov/filings/public/filing/f99bc284-78e8-46b2-a126-f5460534c9e1/print/
FEROX STRATEGIES,AGE IN PLACE,30000,50a15598-7361-4c6b-9b66-a0e0df083bbe,False,False,https://lda.senate.gov/filings/public/filing/50a15598-7361-4c6b-9b66-a0e0df083bbe/print/
SQUIRE PATTON BOGGS,AIRPORTS FOR THE USVI,30000,8d0fc475-852d-4fdb-8e90-d3e6bf753da2,False,False,https://lda.senate.gov/filings/public/filing/8d0fc475-852d-4fdb-8e90-d3e6bf753da2/print/
ALB SOLUTIONS,AIS Healthcare,30000,bac17d0f-f939-41fe-9b8f-2d0953bc8f55,False,False,https://lda.senate.gov/filings/public/filing/bac17d0f-f939-41fe-9b8f-2d0953bc8f55/print/
FARRAGUT PARTNERS LLP,ALLIED OMS,30000,3c20a68c-097b-4740-b195-1f8bd727de18,False,False,https://lda.senate.gov/filings/public/filing/3c20a68c-097b-4740-b195-1f8bd727de18/print/
SQUIRE PATTON BOGGS,ALPHA ENERGY LLC,30000,5f2723bf-6b3c-438c-9d9f-d402e207b466,False,False,https://lda.senate.gov/filings/public/filing/5f2723bf-6b3c-438c-9d9f-d402e207b466/print/
"FRANKLIN SQUARE GROUP, LLC","ALPHA OMEGA INTEGRATION, LLC",30000,279f2da0-7a7c-4e53-a82d-29c127440113,False,False,https://lda.senate.gov/filings/public/filing/279f2da0-7a7c-4e53-a82d-29c127440113/print/
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",ALPINE BANK,30000,8e73d6e9-9bbf-49f6-bd59-7d57bb500318,False,False,https://lda.senate.gov/filings/public/filing/8e73d6e9-9bbf-49f6-bd59-7d57bb500318/print/
"CROSSROADS STRATEGIES, LLC","ALTUMINT, INC.",30000,4dd6aef6-f818-406e-8e15-0643c70f9b0f,False,False,https://lda.senate.gov/filings/public/filing/4dd6aef6-f818-406e-8e15-0643c70f9b0f/print/
THORN RUN PARTNERS,AMERICAN LITHIUM ENERGY,30000,1602e7a1-2bd5-4056-8e7f-b0c68dadc7a5,False,False,https://lda.senate.gov/filings/public/filing/1602e7a1-2bd5-4056-8e7f-b0c68dadc7a5/print/
THE VOGEL GROUP,AMS OSRAM AG,30000,895f7e9d-2a0c-429d-9bc4-c9bca8ec31d2,False,False,https://lda.senate.gov/filings/public/filing/895f7e9d-2a0c-429d-9bc4-c9bca8ec31d2/print/
"MCALLISTER & QUINN, LLC",ANDERSON UNIVERSITY,30000,5f84e680-aed5-44ef-af8d-d8871c3dfaaa,False,False,https://lda.senate.gov/filings/public/filing/5f84e680-aed5-44ef-af8d-d8871c3dfaaa/print/
"INNOVATIVE FEDERAL STRATEGIES, LLC",APEIRON LABS,30000,031d6231-72a1-406b-a663-e1c3eab5c9ad,False,False,https://lda.senate.gov/filings/public/filing/031d6231-72a1-406b-a663-e1c3eab5c9ad/print/
"ML STRATEGIES, LLC","AQUAFORTUS, INC.",30000,7162aefa-cbe5-4b91-bb12-c7c851c0017b,False,False,https://lda.senate.gov/filings/public/filing/7162aefa-cbe5-4b91-bb12-c7c851c0017b/print/
BRODY GROUP L.L.C. PUBLIC AFFAIRS,ARC IMPACT ACQUISITION CORPORATION,30000,4e6b7c60-7cd2-4477-8b4f-fcc8b501db37,False,False,https://lda.senate.gov/filings/public/filing/4e6b7c60-7cd2-4477-8b4f-fcc8b501db37/print/
"CATALYST STRATEGIES, LLC",ASMA ASSOCIATES LTD,30000,9250ac4e-54bf-482b-bb55-7929540c39c5,False,False,https://lda.senate.gov/filings/public/filing/9250ac4e-54bf-482b-bb55-7929540c39c5/print/
"TSG ADVOCATES DC, LLC",ASSOCIATION OF THE NONWOVEN FABRICS INDUSTRY (INDA),30000,0b9cef83-b4d4-4ca6-8105-a9739618ed4c,False,False,https://lda.senate.gov/filings/public/filing/0b9cef83-b4d4-4ca6-8105-a9739618ed4c/print/
"CROSSROADS STRATEGIES, LLC","ATKINSREALIS NUCLEAR SECURED, LLC",30000,8c7d91c6-b726-4ddb-844c-5668748bc97e,False,False,https://lda.senate.gov/filings/public/filing/8c7d91c6-b726-4ddb-844c-5668748bc97e/print/
"CONTINENTAL STRATEGY, LLC","ATOMIC CANYON, INC.",30000,c64e9d23-26fa-46ab-8a3c-5adc3b612bb5,False,False,https://lda.senate.gov/filings/public/filing/c64e9d23-26fa-46ab-8a3c-5adc3b612bb5/print/
FEROX STRATEGIES,ATRIUM THERAPEUTICS,30000,543a1b09-1a9d-4fc5-8c12-1381579edf90,False,False,https://lda.senate.gov/filings/public/filing/543a1b09-1a9d-4fc5-8c12-1381579edf90/print/
"CORNERSTONE GOVERNMENT AFFAIRS, INC.","ATTICUS, LLC",30000,baaea0cc-fdff-4e7c-b58e-a03ba942b9b5,False,False,https://lda.senate.gov/filings/public/filing/baaea0cc-fdff-4e7c-b58e-a03ba942b9b5/print/
"MCALLISTER & QUINN, LLC",AUGUSTANA COLLEGE,30000,8e65f788-1dc2-4bb9-99ad-dfbcb03468c9,False,False,https://lda.senate.gov/filings/public/filing/8e65f788-1dc2-4bb9-99ad-dfbcb03468c9/print/
"WILLIAMS AND JENSEN, PLLC",AbbVie Inc.,30000,861b4b45-8e79-4dbe-ae2c-47ffe4f7524d,False,False,https://lda.senate.gov/filings/public/filing/861b4b45-8e79-4dbe-ae2c-47ffe4f7524d/print/
ALSTON & BIRD LLP,Accenture Federal Services LLC,30000,88060923-78ea-4bc1-9066-2e9ae1ccf968,False,False,https://lda.senate.gov/filings/public/filing/88060923-78ea-4bc1-9066-2e9ae1ccf968/print/
TRACTION STRATEGIC,"Action Now Initiative, LLC",30000,7b5fc32b-b44b-40cd-bea4-8f2de01c0943,False,False,https://lda.senate.gov/filings/public/filing/7b5fc32b-b44b-40cd-bea4-8f2de01c0943/print/
"MERCURY PUBLIC AFFAIRS, LLC","Airbnb, Inc.",30000,b756e9e4-0f40-4b55-bade-fa46caf31433,False,False,https://lda.senate.gov/filings/public/filing/b756e9e4-0f40-4b55-bade-fa46caf31433/print/
THE VOGEL GROUP,American Association of Exporters and Importers,30000,06d4fe80-b89b-4519-b6cf-c0d26c7c2a6a,False,False,https://lda.senate.gov/filings/public/filing/06d4fe80-b89b-4519-b6cf-c0d26c7c2a6a/print/
POTOMAC STRATEGIC CONSULTING LLC,American Institute of Steel Construction,30000,ac6f9fc1-9f12-4945-b381-f45b9135a3fb,False,False,https://lda.senate.gov/filings/public/filing/ac6f9fc1-9f12-4945-b381-f45b9135a3fb/print/
CAPITOL COUNSEL LLC,"Amicus Therapeutics, Inc.",30000,ffa521da-1456-4f15-a60b-a4d98ed111d9,False,False,https://lda.senate.gov/filings/public/filing/ffa521da-1456-4f15-a60b-a4d98ed111d9/print/
"NAVIGATORS GLOBAL LLC (FORMERLY DC NAVIGATORS, LLC)","Anthropic, PBC",30000,2797e93c-4d13-4570-aee7-d61488b3023e,False,False,https://lda.senate.gov/filings/public/filing/2797e93c-4d13-4570-aee7-d61488b3023e/print/
"TWINLOGIC STRATEGIES, LLP",Association for Accessible Medicines,30000,75d27fc8-0a75-4255-916d-e0fddebe8fa7,False,False,https://lda.senate.gov/filings/public/filing/75d27fc8-0a75-4255-916d-e0fddebe8fa7/print/
FORBES-TATE,Atom Computing,30000,5bee0085-7952-4944-ae70-7a229c335c4a,False,False,https://lda.senate.gov/filings/public/filing/5bee0085-7952-4944-ae70-7a229c335c4a/print/
LOT SIXTEEN LLC,BALANCED ROCK POWER,30000,6df62fe5-5c60-4967-ac30-3e33a7adaaac,False,False,https://lda.senate.gov/filings/public/filing/6df62fe5-5c60-4967-ac30-3e33a7adaaac/print/
CHECKMATE GOVERNMENT RELATIONS,"BANILLA GAMES, INC",30000,979a812f-4c98-4a27-9fac-b7b42e019ae3,False,False,https://lda.senate.gov/filings/public/filing/979a812f-4c98-4a27-9fac-b7b42e019ae3/print/
ORSO GROUP,BAY AREA COUNCIL,30000,78601889-00c3-4426-a3be-4522ffca6024,False,False,https://lda.senate.gov/filings/public/filing/78601889-00c3-4426-a3be-4522ffca6024/print/
MICHAEL BEST STRATEGIES LLC,"BIG TEN CONFERENCE, INC.",30000,71816191-8c6d-4ef9-a289-103e797cfc19,False,False,https://lda.senate.gov/filings/public/filing/71816191-8c6d-4ef9-a289-103e797cfc19/print/
"MCALLISTER & QUINN, LLC",BIOLA UNIVERSITY,30000,187830a5-a961-497d-9e29-edca4eb351b0,False,False,https://lda.senate.gov/filings/public/filing/187830a5-a961-497d-9e29-edca4eb351b0/print/
BGR GOVERNMENT AFFAIRS,BLUE CORAL INC.,30000,a434348c-44ca-4e70-bcbf-bc074a2fe8f7,False,False,https://lda.senate.gov/filings/public/filing/a434348c-44ca-4e70-bcbf-bc074a2fe8f7/print/
"PROSPERING SOLUTIONS, LLC FKA JOHN C. SNYDER III","BORESIGHT US, INC",30000,9639561f-9e2b-4265-872d-30b38c3fb6fb,False,False,https://lda.senate.gov/filings/public/filing/9639561f-9e2b-4265-872d-30b38c3fb6fb/print/
HARVEY RUN STRATEGIES LLC,BRANDYWINE REALTY TRUST,30000,9893c9e4-df6a-4107-beb1-a70d92625c86,False,False,https://lda.senate.gov/filings/public/filing/9893c9e4-df6a-4107-beb1-a70d92625c86/print/
FRONTERA GROUP,BRAVO ORDNANCE,30000,30c8782f-f8cf-4c77-a081-0720b35bcb08,False,False,https://lda.senate.gov/filings/public/filing/30c8782f-f8cf-4c77-a081-0720b35bcb08/print/
NOVEL STRATEGIES (FKA) PRISM GROUP,Bayh-Dole Coalition,30000,725ce86f-69bf-48ea-a0a3-8a3797114f0d,False,False,https://lda.senate.gov/filings/public/filing/725ce86f-69bf-48ea-a0a3-8a3797114f0d/print/
FIFTH WAVE LLC,Bonefish & Tarpon Trust,30000,2f4298e1-8a57-46d9-821b-fb313941db70,False,False,https://lda.senate.gov/filings/public/filing/2f4298e1-8a57-46d9-821b-fb313941db70/print/
"W STRATEGIES, LLC",Bristol-Myers Squibb Company,30000,1c3312ea-7fee-4bed-be5b-ec637b6d90da,False,False,https://lda.senate.gov/filings/public/filing/1c3312ea-7fee-4bed-be5b-ec637b6d90da/print/
HOLLAND & KNIGHT LLP,"CAMBIUM LEARNING GROUP, INC.",30000,d182cb63-5147-4673-a74c-24dc1169f1a5,False,False,https://lda.senate.gov/filings/public/filing/d182cb63-5147-4673-a74c-24dc1169f1a5/print/
COLLECTIVE STRATEGIES & COMMUNICATIONS (FORMERLY COLLECTIVE COMMUNICATIONS LLC),"CAPITOL COUNSEL, LLC ON BEHALF OF SPATIAL INFORMATICS GROUP, LLC",30000,8f4bd593-1b07-4e06-a3fa-1b3a9229e544,False,False,https://lda.senate.gov/filings/public/filing/8f4bd593-1b07-4e06-a3fa-1b3a9229e544/print/
"MCALLISTER & QUINN, LLC",CATAWBA COLLEGE,30000,41a11057-68a7-480f-9c81-4c784e9a0aa6,False,False,https://lda.senate.gov/filings/public/filing/41a11057-68a7-480f-9c81-4c784e9a0aa6/print/
ARK STRATEGY,"CENITH INNOVATIONS, LLC",30000,957249aa-58e7-4c8e-8f04-41029c1eab80,False,False,https://lda.senate.gov/filings/public/filing/957249aa-58e7-4c8e-8f04-41029c1eab80/print/
THE VOGEL GROUP,"CHAMPION HOMES, INC.",30000,bdcdb87d-975d-4a56-8638-71a160cb3205,False,False,https://lda.senate.gov/filings/public/filing/bdcdb87d-975d-4a56-8638-71a160cb3205/print/
"CORNERSTONE GOVERNMENT AFFAIRS, INC.","CITY OF AURORA, COLORADO",30000,ad203bcb-ffa6-44ce-b14b-5f4812504e4d,False,False,https://lda.senate.gov/filings/public/filing/ad203bcb-ffa6-44ce-b14b-5f4812504e4d/print/
KLEIN/JOHNSON GROUP,CITY OF COMMERCE CITY,30000,56a2a69d-0802-4a34-982a-230306009db1,False,False,https://lda.senate.gov/filings/public/filing/56a2a69d-0802-4a34-982a-230306009db1/print/
"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)","CITY OF DOTHAN, ALABAMA",30000,435c0b02-bc28-4c47-811a-166643a6793f,False,False,https://lda.senate.gov/filings/public/filing/435c0b02-bc28-4c47-811a-166643a6793f/print/
THE BENNETT CONSULTING GROUP,"CITY OF GLENWOOD SPRINGS, CO",30000,1c2bce21-e248-4c81-878c-ad2a65115e2f,False,False,https://lda.senate.gov/filings/public/filing/1c2bce21-e248-4c81-878c-ad2a65115e2f/print/
"BANNER PUBLIC AFFAIRS, LLC",CLEAR CHOICE THERAPEUTICS,30000,205445ed-309e-41bd-a5ed-1829b0fcd320,False,False,https://lda.senate.gov/filings/public/filing/205445ed-309e-41bd-a5ed-1829b0fcd320/print/
"EDWARD C. OLIVARES, LLC",CONSTELLIUM MUSCLE SHOALS LLC,30000,0533d12d-e054-48b1-8f4d-483c13abe26b,False,False,https://lda.senate.gov/filings/public/filing/0533d12d-e054-48b1-8f4d-483c13abe26b/print/
"MILLER STRATEGIES, LLC",CORTEVA AGRISCIENCE LLC (FKA E I DU PONT DE NEMOURS AND COMPANY),30000,d405b384-b0fe-4488-b2e8-5f7936d7983a,False,False,https://lda.senate.gov/filings/public/filing/d405b384-b0fe-4488-b2e8-5f7936d7983a/print/
FEROX STRATEGIES,COVISTA INC. (FKA ADTALEM GLOBAL EDUCATION INC.),30000,f0028b13-6c8c-4de1-8422-d3d5910e1ece,False,False,https://lda.senate.gov/filings/public/filing/f0028b13-6c8c-4de1-8422-d3d5910e1ece/print/
"TSG ADVOCATES DC, LLC",CPD CONSTRUCTION,30000,b652e4c5-e76f-4e76-89c6-542a56d80d9e,False,False,https://lda.senate.gov/filings/public/filing/b652e4c5-e76f-4e76-89c6-542a56d80d9e/print/
"DB3, LLC (FKA THE DASCHLE GROUP)","CRANES INTELLIGENCE, INC.",30000,388de29c-b89b-44fb-8954-6adce7922808,False,False,https://lda.senate.gov/filings/public/filing/388de29c-b89b-44fb-8954-6adce7922808/print/
"DEFENDING OUR COUNTRY, LLC","CREATIVE ASSOCIATES INTERNATIONAL, INC.",30000,a032f5a3-6e0c-4552-942a-cc05666bd1c2,False,False,https://lda.senate.gov/filings/public/filing/a032f5a3-6e0c-4552-942a-cc05666bd1c2/print/
"MCALLISTER & QUINN, LLC","CREATIVE LEARNING SYSTEMS, LLC",30000,3d57df8e-6e5c-43bc-b6b7-ede04385a199,False,False,https://lda.senate.gov/filings/public/filing/3d57df8e-6e5c-43bc-b6b7-ede04385a199/print/
ANCHOR & ARROW LLC,"CX2, INC.",30000,cfa84e41-d3b3-4ff4-80cd-236f2afcd7b2,False,False,https://lda.senate.gov/filings/public/filing/cfa84e41-d3b3-4ff4-80cd-236f2afcd7b2/print/
VENABLE LLP,Capital One Financial Corporation,30000,ab325c95-67f7-4710-912e-11249284b4e5,False,False,https://lda.senate.gov/filings/public/filing/ab325c95-67f7-4710-912e-11249284b4e5/print/
"ALPINE GROUP PARTNERS, LLC.",Carbon Removal Alliance,30000,1caef1c9-ec97-4765-881d-1d47aff82c60,False,False,https://lda.senate.gov/filings/public/filing/1caef1c9-ec97-4765-881d-1d47aff82c60/print/
MONUMENT ADVOCACY,"Cencora, Inc.",30000,8628ce76-c486-4866-bd32-a82be436c9ee,False,False,https://lda.senate.gov/filings/public/filing/8628ce76-c486-4866-bd32-a82be436c9ee/print/
THE WAYFINDER GROUP,"Charter Communications, Inc.",30000,d343fca1-b17c-4f29-a96a-1dad354f06cd,False,False,https://lda.senate.gov/filings/public/filing/d343fca1-b17c-4f29-a96a-1dad354f06cd/print/
HOLLAND & KNIGHT LLP,Clark Street Associates on behalf of LightPath Technologies,30000,238cf34d-060e-4e7e-8464-67e5220d5b52,False,False,https://lda.senate.gov/filings/public/filing/238cf34d-060e-4e7e-8464-67e5220d5b52/print/
"BOCKORNY GROUP, INC.",Coalition to Insure Against Terrorism,30000,a58796fd-ce1a-4810-a0b7-2880e0f14e4e,False,False,https://lda.senate.gov/filings/public/filing/a58796fd-ce1a-4810-a0b7-2880e0f14e4e/print/
BGR GOVERNMENT AFFAIRS,Combined Arms,30000,9197fa46-45c3-437d-99ec-1ccd99206f90,False,False,https://lda.senate.gov/filings/public/filing/9197fa46-45c3-437d-99ec-1ccd99206f90/print/
"THEGROUP DC, LLC",Comcast Corporation,30000,5c7c43e8-939f-41a8-b40d-a5ff63b137a2,False,False,https://lda.senate.gov/filings/public/filing/5c7c43e8-939f-41a8-b40d-a5ff63b137a2/print/
"COVENANT GOVERNMENT AFFAIRS, LLC",Commercial Finance Coalition,30000,a9fd5810-9d14-4616-91e6-9e333d4284ae,False,False,https://lda.senate.gov/filings/public/filing/a9fd5810-9d14-4616-91e6-9e333d4284ae/print/
BLANK ROME GOVERNMENT RELATIONS,Commuter Rail Coalition,30000,56cd86be-a1ba-4cb8-85fa-78feb9a2f346,False,False,https://lda.senate.gov/filings/public/filing/56cd86be-a1ba-4cb8-85fa-78feb9a2f346/print/
ATLAS CROSSING LLC,"CorasCloud, Inc.",30000,618e1933-42f8-4110-b83c-294594464790,False,False,https://lda.senate.gov/filings/public/filing/618e1933-42f8-4110-b83c-294594464790/print/
MONUMENT ADVOCACY,Council for Affordable Health Coverage,30000,0de2f492-3884-4fbe-a2da-eea1c66ac288,False,False,https://lda.senate.gov/filings/public/filing/0de2f492-3884-4fbe-a2da-eea1c66ac288/print/
THE WAYFINDER GROUP,Cowlitz Indian Tribe,30000,cabdf9cd-4c02-4ba1-8661-bbc23bd71321,False,False,https://lda.senate.gov/filings/public/filing/cabdf9cd-4c02-4ba1-8661-bbc23bd71321/print/
HOLLAND & KNIGHT LLP,DELAWARE RIVER PORT AUTHORITY,30000,31e3ebad-c726-4a01-bc83-81b843cdec95,False,False,https://lda.senate.gov/filings/public/filing/31e3ebad-c726-4a01-bc83-81b843cdec95/print/
BOUNDARY STONE PARTNERS,DG MATRIX,30000,adc9894f-a769-4b43-bc38-6f9ab22590eb,False,False,https://lda.senate.gov/filings/public/filing/adc9894f-a769-4b43-bc38-6f9ab22590eb/print/
CAPITOL 6 ADVISORS,"DUCKS UNLIMITED, INC",30000,22b1b7e0-a571-41f7-bad2-a18ccb58950e,False,False,https://lda.senate.gov/filings/public/filing/22b1b7e0-a571-41f7-bad2-a18ccb58950e/print/
STRATEGIC MARKETING INNOVATIONS,"DUPONT SPECIALTY PRODUCTS USA, LLC",30000,6b54e14f-3501-460a-a84a-1f01115f9284,False,False,https://lda.senate.gov/filings/public/filing/6b54e14f-3501-460a-a84a-1f01115f9284/print/
REVERE FEDERAL STRATEGIES,Defense Unicorns,30000,c9d596ec-49ef-4c54-bfc9-c8ae872958a1,False,False,https://lda.senate.gov/filings/public/filing/c9d596ec-49ef-4c54-bfc9-c8ae872958a1/print/
"SIGHTLINE ADVOCACY, LLC",Delta Air Lines,30000,a7fa6179-178c-441a-8bd1-2e1aec184514,False,False,https://lda.senate.gov/filings/public/filing/a7fa6179-178c-441a-8bd1-2e1aec184514/print/
BLOOM STRATEGIC COUNSEL,Digital Content Next,30000,cb6d79a6-ea38-4ca4-8ca2-b5f0f3b7cceb,False,False,https://lda.senate.gov/filings/public/filing/cb6d79a6-ea38-4ca4-8ca2-b5f0f3b7cceb/print/
CHECKMATE GOVERNMENT RELATIONS,DittoLive Inc.,30000,07ea726d-f93d-4a58-80b2-7dd86685afba,False,False,https://lda.senate.gov/filings/public/filing/07ea726d-f93d-4a58-80b2-7dd86685afba/print/
HOGAN LOVELLS US LLP,DoorDash,30000,106ae1e5-b342-4523-8e76-52e53a091cff,False,False,https://lda.senate.gov/filings/public/filing/106ae1e5-b342-4523-8e76-52e53a091cff/print/
"S2R, LLC","Dynamis, Inc.",30000,28a8f912-f126-44e8-9e39-64a84e81a549,False,False,https://lda.senate.gov/filings/public/filing/28a8f912-f126-44e8-9e39-64a84e81a549/print/
"BALLARD PARTNERS, LLC",EAGLE LNG PARTNERS LLC,30000,a9a0204f-38a4-4b3b-b66b-b4586409a6de,False,False,https://lda.senate.gov/filings/public/filing/a9a0204f-38a4-4b3b-b66b-b4586409a6de/print/
"KOUNTOUPES DENHAM CARR & REID, LLC",ECKERD CONNECTS,30000,11e9950c-bb83-42a6-94f3-9a2924c971e3,False,False,https://lda.senate.gov/filings/public/filing/11e9950c-bb83-42a6-94f3-9a2924c971e3/print/
