client,registrant,term_uuid,bar_trail4_income,quarter,income,filing_uuid,filing_type,in_trail4_window,lda_public_url
AGUSTAWESTLAND PHILADELPHIA CORPORATION,"LSN PARTNERS, LLC",86ad53bc-8f81-4670-a566-1c4414ea4edc,520000,2025-Q2,130000,c20d9480-cb0d-4518-9183-1988fb599f20,Q2,True,https://lda.senate.gov/filings/public/filing/c20d9480-cb0d-4518-9183-1988fb599f20/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,"LSN PARTNERS, LLC",86ad53bc-8f81-4670-a566-1c4414ea4edc,520000,2025-Q3,130000,bbd24eb0-9e99-4a5d-a59a-3be712681428,Q3,True,https://lda.senate.gov/filings/public/filing/bbd24eb0-9e99-4a5d-a59a-3be712681428/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,"LSN PARTNERS, LLC",86ad53bc-8f81-4670-a566-1c4414ea4edc,520000,2025-Q4,130000,86ad53bc-8f81-4670-a566-1c4414ea4edc,4T,True,https://lda.senate.gov/filings/public/filing/86ad53bc-8f81-4670-a566-1c4414ea4edc/print/
"CLEANCHOICE ENERGY SHARED SERVICES, LLC","ERL FEDERAL CONSULTANTS, LLC",10427f3c-e635-425e-9ffc-6b1ad89464a7,500000,2025-Q2,500000,c0cda5dc-5350-4218-9292-14687ab11020,Q2,True,https://lda.senate.gov/filings/public/filing/c0cda5dc-5350-4218-9292-14687ab11020/print/
"CLEANCHOICE ENERGY SHARED SERVICES, LLC","ERL FEDERAL CONSULTANTS, LLC",10427f3c-e635-425e-9ffc-6b1ad89464a7,500000,2025-Q3,,1376a1da-6962-4d0f-ba97-755179b03754,Q3Y,True,https://lda.senate.gov/filings/public/filing/1376a1da-6962-4d0f-ba97-755179b03754/print/
"CLEANCHOICE ENERGY SHARED SERVICES, LLC","ERL FEDERAL CONSULTANTS, LLC",10427f3c-e635-425e-9ffc-6b1ad89464a7,500000,2025-Q4,,10427f3c-e635-425e-9ffc-6b1ad89464a7,4TY,True,https://lda.senate.gov/filings/public/filing/10427f3c-e635-425e-9ffc-6b1ad89464a7/print/
NIRSA S.A.,THE MADISON GROUP,b76ec254-3dd6-4f53-8ed0-a7a49169fe6b,500000,2025-Q1,50000,5496e112-fefc-46bc-a2bd-1260878f6a53,1A,True,https://lda.senate.gov/filings/public/filing/5496e112-fefc-46bc-a2bd-1260878f6a53/print/
NIRSA S.A.,THE MADISON GROUP,b76ec254-3dd6-4f53-8ed0-a7a49169fe6b,500000,2025-Q2,150000,9bf83928-cb0b-4191-98a8-157c2cfe67e4,Q2,True,https://lda.senate.gov/filings/public/filing/9bf83928-cb0b-4191-98a8-157c2cfe67e4/print/
NIRSA S.A.,THE MADISON GROUP,b76ec254-3dd6-4f53-8ed0-a7a49169fe6b,500000,2025-Q3,150000,f902fcce-dcba-4f58-b955-c1e02d012cd3,Q3,True,https://lda.senate.gov/filings/public/filing/f902fcce-dcba-4f58-b955-c1e02d012cd3/print/
NIRSA S.A.,THE MADISON GROUP,b76ec254-3dd6-4f53-8ed0-a7a49169fe6b,500000,2025-Q4,150000,b76ec254-3dd6-4f53-8ed0-a7a49169fe6b,4T,True,https://lda.senate.gov/filings/public/filing/b76ec254-3dd6-4f53-8ed0-a7a49169fe6b/print/
Orion Power,VICTORY COALITION STRATEGIES LLC,6a2f7f1d-e4f2-40a2-8a16-4bdec63b5c9a,500000,2025-Q2,250000,18917909-8e44-499e-b6d2-bfb2fc58270d,Q2,True,https://lda.senate.gov/filings/public/filing/18917909-8e44-499e-b6d2-bfb2fc58270d/print/
Orion Power,"FAHMY HUDOME INTERNATIONAL, LLC",9d20ffc1-f9df-42c9-a39b-f1aa32fb4fc1,500000,2025-Q2,250000,0324a4f1-9cd9-42c6-b534-a624ee9d6ba1,2A,True,https://lda.senate.gov/filings/public/filing/0324a4f1-9cd9-42c6-b534-a624ee9d6ba1/print/
Orion Power,"FAHMY HUDOME INTERNATIONAL, LLC",9d20ffc1-f9df-42c9-a39b-f1aa32fb4fc1,500000,2025-Q3,250000,bd19b228-18de-4d9d-8aba-8090e3e01aaa,Q3,True,https://lda.senate.gov/filings/public/filing/bd19b228-18de-4d9d-8aba-8090e3e01aaa/print/
Orion Power,VICTORY COALITION STRATEGIES LLC,6a2f7f1d-e4f2-40a2-8a16-4bdec63b5c9a,500000,2025-Q3,250000,d943d345-3709-47d9-ab24-31791682d17c,Q3,True,https://lda.senate.gov/filings/public/filing/d943d345-3709-47d9-ab24-31791682d17c/print/
Orion Power,"FAHMY HUDOME INTERNATIONAL, LLC",9d20ffc1-f9df-42c9-a39b-f1aa32fb4fc1,500000,2025-Q4,,9d20ffc1-f9df-42c9-a39b-f1aa32fb4fc1,4T,True,https://lda.senate.gov/filings/public/filing/9d20ffc1-f9df-42c9-a39b-f1aa32fb4fc1/print/
Orion Power,VICTORY COALITION STRATEGIES LLC,6a2f7f1d-e4f2-40a2-8a16-4bdec63b5c9a,500000,2025-Q4,,6a2f7f1d-e4f2-40a2-8a16-4bdec63b5c9a,4T,True,https://lda.senate.gov/filings/public/filing/6a2f7f1d-e4f2-40a2-8a16-4bdec63b5c9a/print/
