member,giver_slice,raw_recipient_string_as_filed,tier,confidence,source,total,items
Rep. Nancy Mace (R-SC),aipac,REP NANCY MACE,direct,matched,person-name,27900.0,6
Rep. Nancy Pelosi (D-CA),aipac,REP NANCY PELOSI,direct,matched,person-name,10000.0,3
Rep. Nathaniel Moran (R-TX),aipac,REP NATHANIEL MORAN,direct,matched,person-name,15000.0,3
Rep. Neal P. Dunn (R-FL),aipac,REP NEAL DUNN,direct,matched,person-name,17900.0,4
Rep. Nicholas A. Langworthy (R-NY),aipac,REP NICHOLAS A LANGWORTHY,direct,matched,person-name,20000.0,4
Rep. Nicholas A. Langworthy (R-NY),aipac,REP NICK LANGWORTHY,direct,matched,person-name,15000.0,3
Rep. Nick LaLota (R-NY),aipac,REP NICK LALOTA,direct,matched,person-name,15000.0,3
Rep. Nicole Malliotakis (R-NY),aipac,REP NICOLE MALLIOTAKIS,direct,matched,person-name,25000.0,6
Rep. Nikema Williams (D-GA),aipac,REP NIKEMA WILLIAMS,direct,matched,person-name,17900.0,4
Rep. Norma J. Torres (D-CA),aipac,REP NORMA TORRES,direct,matched,person-name,15000.0,4
Rep. Pat Fallon (R-TX),aipac,REP PAT FALLON,direct,matched,person-name,27900.0,6
Rep. Patrick Ryan (D-NY),aipac,REP PAT RYAN,direct,matched,person-name,20000.0,5
Rep. Pete Aguilar (D-CA),aipac,REP PETE AGUILAR,direct,matched,person-name,20000.0,5
Rep. Pete Sessions (R-TX),aipac,REP PETE SESSIONS,direct,matched,person-name,17900.0,4
Rep. Pete Stauber (R-MN),aipac,REP PETE STAUBER,direct,matched,person-name,25000.0,6
Rep. Raja Krishnamoorthi (D-IL),aipac,REP RAJA KRISHNAMOORTHI,direct,matched,person-name,20800.0,5
Rep. Randy Feenstra (R-IA),aipac,REP RANDY FEENSTRA,direct,matched,person-name,17900.0,4
"Rep. Randy K. Weber, Sr. (R-TX)",aipac,REP RANDY WEBER,direct,matched,person-name,37900.0,8
Rep. Raul Ruiz (D-CA),aipac,REP RAUL RUIZ,direct,matched,person-name,17900.0,4
Rep. Richard E. Neal (D-MA),aipac,REP RICHARD NEAL,direct,matched,person-name,10000.0,3
Rep. Richard Hudson (R-NC),aipac,REP RICHARD HUDSON,direct,matched,person-name,10000.0,2
Rep. Richard McCormick (R-GA),aipac,REP RICH MCCORMICK,direct,matched,person-name,15000.0,3
Rep. Richard McCormick (R-GA),aipac,REP RICHARD D MCCORMICK,direct,matched,person-name,10000.0,2
Rep. Rick Larsen (D-WA),aipac,REP RICK LARSEN,direct,matched,person-name,20000.0,5
Rep. Rick W. Allen (R-GA),aipac,REP RICK W ALLEN,direct,matched,person-name,25000.0,6
Rep. Ritchie Torres (D-NY),aipac,REP RITCHIE TORRES,direct,matched,person-name,35000.0,8
Rep. Robert B. Aderholt (R-AL),aipac,REP ROBERT B ADERHOLT,direct,matched,person-name,15000.0,4
Rep. Robert E. Latta (R-OH),aipac,REP BOB LATTA,direct,matched,person-name,22900.0,5
"Rep. Robert F. Onder, Jr. (R-MO)",aipac,REP BOB ONDER,direct,matched,person-name,10000.0,2
Rep. Robert J. Wittman (R-VA),aipac,REP ROB WITTMAN,direct,matched,person-name,26000.0,8
Rep. Robert Menendez (D-NJ),aipac,REP ROB MENENDEZ,direct,title-chamber,person-name,15000.0,3
Rep. Roger Williams (R-TX),aipac,REP ROGER WILLIAMS,direct,matched,person-name,20000.0,5
Rep. Ron Estes (R-KS),aipac,REP RON ESTES,direct,matched,person-name,30000.0,7
Rep. Ronny Jackson (R-TX),aipac,REP RONNY JACKSON,direct,matched,person-name,27900.0,6
Rep. Rudy Yakym III (R-IN),aipac,REP RUDY YAKYM III,direct,matched,person-name,25000.0,5
Rep. Russ Fulcher (R-ID),aipac,REP RUSS FULCHER,direct,matched,person-name,17900.0,4
Rep. Russell Fry (R-SC),aipac,RUSSELL FRY,direct,matched,person-name,10000.0,2
Rep. Russell Fry (R-SC),aipac,REP RUSSELL FRY,direct,matched,person-name,10000.0,2
Rep. Sam Graves (R-MO),aipac,REP SAM GRAVES,direct,matched,person-name,27100.0,7
"Rep. Sanford D. Bishop, Jr. (D-GA)",aipac,REP SANFORD D BISHOP JR,direct,matched,person-name,17900.0,4
Rep. Sarah McBride (D-DE),aipac,REP SARAH MCBRIDE,direct,matched,person-name,10000.0,2
Rep. Scott DesJarlais (R-TN),aipac,REP SCOTT DESJARLAIS,direct,matched,person-name,10000.0,3
Rep. Scott Fitzgerald (R-WI),aipac,REP SCOTT FITZGERALD,direct,matched,person-name,25000.0,6
Rep. Scott Franklin (R-FL),aipac,REP SCOTT FRANKLIN,direct,matched,person-name,20000.0,5
Rep. Scott H. Peters (D-CA),aipac,REP SCOTT PETERS,direct,matched,person-name,7900.0,2
Rep. Scott Perry (R-PA),aipac,REP SCOTT PERRY,direct,matched,person-name,12900.0,3
Rep. Seth Magaziner (D-RI),aipac,REP SETH MAGAZINER,direct,matched,person-name,15000.0,3
Rep. Seth Moulton (D-MA),aipac,REP SETH MOULTON,direct,matched,person-name,15000.0,3
Rep. Sharice Davids (D-KS),aipac,REP SHARICE DAVIDS,direct,matched,person-name,12900.0,3
Rep. Sheila Jackson Lee (D-TX),aipac,REP SHEILA JACKSON LEE,direct,matched,person-name,12900.0,3
Rep. Sheri Biggs (R-SC),aipac,REP SHERI BIGGS,direct,matched,person-name,10000.0,2
Rep. Shontel M. Brown (D-OH),aipac,REP SHONTEL BROWN,direct,matched,person-name,22900.0,5
Rep. Shri Thanedar (D-MI),aipac,REP SHRI THANEDAR,direct,matched,person-name,10000.0,2
Rep. Steny H. Hoyer (D-MD),aipac,REP STENY HOYER,direct,matched,person-name,17100.0,5
Rep. Stephanie I. Bice (R-OK),aipac,REP STEPHANIE BICE,direct,matched,person-name,20000.0,5
Rep. Steve Chabot (R-OH),aipac,REP STEVE CHABOT,direct,matched,person-name,7900.0,2
Rep. Steve Scalise (R-LA),aipac,REP STEVE SCALISE,direct,matched,person-name,15000.0,4
Rep. Steve Womack (R-AR),aipac,REP STEVE WOMACK,direct,matched,person-name,28000.0,8
Rep. Steven Horsford (D-NV),aipac,REP STEVEN HORSFORD,direct,matched,person-name,22900.0,6
Rep. Susan Wild (D-PA),aipac,REP SUSAN WILD,direct,matched,person-name,10000.0,3
Rep. Susie Lee (D-NV),aipac,REP SUSIE LEE,direct,matched,person-name,26300.0,8
Rep. Suzan K. DelBene (D-WA),aipac,REP SUZAN DELBENE,direct,matched,person-name,25000.0,6
Rep. Sylvia R. Garcia (D-TX),aipac,REP SYLVIA GARCIA,direct,matched,person-name,22900.0,5
Rep. Ted Lieu (D-CA),aipac,REP TED LIEU,direct,matched,person-name,25000.0,6
Rep. Teresa Leger Fernandez (D-NM),aipac,REP TERESA LEGER FERNANDEZ,direct,matched,person-name,7900.0,2
Rep. Terri A. Sewell (D-AL),aipac,REP TERRI SEWELL,direct,matched,person-name,17900.0,4
"Rep. Thomas H. Kean, Jr. (R-NJ)",aipac,REP TOM KEAN JR,direct,matched,person-name,25000.0,5
Rep. Thomas P. Tiffany (R-WI),aipac,REP TOM TIFFANY,direct,matched,person-name,15000.0,4
Rep. Thomas R. Suozzi (D-NY),aipac,REP TOM SUOZZI,direct,matched,person-name,15000.0,3
Rep. Tim Burchett (R-TN),aipac,REP TIM BURCHETT,direct,matched,person-name,15000.0,4
Rep. Tim Moore (R-NC),aipac,TIM MOORE,direct,matched,person-name,10000.0,2
Rep. Tim Walberg (R-MI),aipac,REP TIM WALBERG,direct,matched,person-name,21000.0,6
Rep. Timothy M. Kennedy (D-NY),aipac,REP TIMOTHY M KENNEDY,direct,matched,person-name,10000.0,3
Rep. Tom Cole (R-OK),aipac,REP TOM COLE,direct,matched,person-name,22100.0,6
Rep. Tom Emmer (R-MN),aipac,REP TOM EMMER JR,direct,matched,person-name,26000.0,7
Rep. Tom McClintock (R-CA),aipac,REP TOM MCCLINTOCK,direct,matched,person-name,18900.0,5
Rep. Tony Gonzales (R-TX),aipac,REP TONY GONZALES II,direct,matched,person-name,30000.0,7
Rep. Tracey Mann (R-KS),aipac,REP TRACEY MANN,direct,matched,person-name,15000.0,4
Rep. Trent Kelly (R-MS),aipac,REP TRENT KELLY,direct,matched,person-name,17900.0,4
Rep. Troy A. Carter (D-LA),aipac,REP TROY CARTER,direct,matched,person-name,15000.0,4
Rep. Troy Balderson (R-OH),aipac,REP TROY BALDERSON,direct,matched,person-name,22900.0,5
Rep. Troy Downing (R-MT),aipac,REP TROY DOWNING,direct,matched,person-name,10000.0,2
Rep. Valerie P. Foushee (D-NC),aipac,VALERIE FOUSHEE,direct,matched,person-name,10800.0,3
Rep. Vern Buchanan (R-FL),aipac,REP VERN BUCHANAN,direct,matched,person-name,20000.0,5
Rep. Vicente Gonzalez (D-TX),aipac,REP VICENTE GONZALEZ,direct,matched,person-name,20000.0,6
Rep. Victoria Spartz (R-IN),aipac,REP VICTORIA SPARTZ,direct,matched,person-name,25000.0,6
Rep. Vince Fong (R-CA),aipac,REP VINCE FONG,direct,matched,person-name,10000.0,2
Rep. Virginia Foxx (R-NC),aipac,REP VIRGINIA FOXX,direct,matched,person-name,27900.0,6
Rep. W. Gregory Steube (R-FL),aipac,REP GREG STEUBE,direct,matched,person-name,20000.0,5
Rep. Wesley Hunt (R-TX),aipac,REP WESLEY HUNT,direct,matched,person-name,15000.0,3
Rep. Wiley Nickel (D-NC),aipac,REP WILEY NICKEL,direct,matched,person-name,10000.0,2
Rep. William R. Keating (D-MA),aipac,REP BILL KEATING,direct,matched,person-name,20000.0,5
Rep. William R. Timmons IV (R-SC),aipac,REP WILLIAM TIMMONS IV,direct,matched,person-name,20000.0,5
Rep. Yadira Caraveo (D-CO),aipac,REP YADIRA CARAVEO,direct,matched,person-name,10000.0,2
Rep. Young Kim (R-CA),aipac,REP YOUNG KIM,direct,matched,person-name,22900.0,5
Rep. Yvette D. Clarke (D-NY),aipac,REP YVETTE D CLARKE,direct,matched,person-name,11000.0,4
Rep. Zachary Nunn (R-IA),aipac,REP ZACH NUNN,direct,matched,person-name,20000.0,4
Sen. Adam B. Schiff (D-CA),aipac,REP ADAM SCHIFF,direct,matched,person-name,10000.0,3
Sen. Amy Klobuchar (D-MN),aipac,SEN AMY KLOBUCHAR,direct,matched,person-name,15000.0,3
Sen. Dan Sullivan (R-AK),aipac,SEN DAN SULLIVAN,direct,matched,person-name,30000.0,2
Sen. Deb Fischer (R-NE),aipac,SEN DEB FISCHER,direct,matched,person-name,15000.0,3
Sen. Jacky Rosen (D-NV),aipac,SEN JACKY ROSEN,direct,matched,person-name,10000.0,2
Sen. Jim Banks (R-IN),aipac,REP JIM BANKS,direct,matched,person-name,10000.0,3
Sen. John Cornyn (R-TX),aipac,SEN JOHN CORNYN III,direct,matched,person-name,10000.0,2
Sen. John R. Curtis (R-UT),aipac,REP JOHN CURTIS,direct,matched,person-name,20000.0,5
Sen. Jon Tester (D-MT),aipac,SEN JON TESTER,direct,matched,person-name,10000.0,3
Sen. Josh Hawley (R-MO),aipac,SEN JOSH HAWLEY,direct,matched,person-name,10000.0,2
Sen. Kevin Cramer (R-ND),aipac,SEN KEVIN CRAMER,direct,matched,person-name,10000.0,2
Sen. Kirsten E. Gillibrand (D-NY),aipac,SEN KIRSTEN GILLIBRAND,direct,matched,person-name,10000.0,2
Sen. Markwayne Mullin (R-OK),aipac,SEN MARKWAYNE MULLIN,direct,matched,person-name,20000.0,4
Sen. Marsha Blackburn (R-TN),aipac,SEN MARSHA BLACKBURN,direct,matched,person-name,10000.0,2
Sen. Rick Scott (R-FL),aipac,SEN RICK SCOTT,direct,matched,person-name,15000.0,3
"Sen. Robert P. Casey, Jr. (D-PA)",aipac,SEN BOB CASEY,direct,matched,person-name,10000.0,2
Sen. Roger F. Wicker (R-MS),aipac,SEN ROGER WICKER,direct,matched,person-name,10000.0,2
Sen. Sheldon Whitehouse (D-RI),aipac,SEN SHELDON WHITEHOUSE,direct,matched,person-name,15000.0,3
Sen. Ted Cruz (R-TX),aipac,SEN TED CRUZ,direct,matched,person-name,15000.0,3
Sen. Tom Cotton (R-AR),aipac,SEN TOM COTTON,direct,matched,person-name,15000.0,3
