quarter,date,member_name,party,state,title,url,src_file,src_line
2024-Q4,2024-12-04,Ron Wyden,Democrat,OR,"Wyden, Colleagues Seek Additional Progress on Federal Cannabis Reforms Before End of Biden Administration",https://www.wyden.senate.gov/news/press-releases/wyden-colleagues-seek-additional-progress-on-federal-cannabis-reforms-before-end-of-biden-administration,congress_press/2024/2024-12.jsonl,291
2024-Q4,2024-12-06,Ted Cruz,Republican,TX,e-Newsletter: Week of December 6th,https://www.cruz.senate.gov/newsroom/blogs/e-newsletter-week-of-december-6th,congress_press/2024/2024-12.jsonl,523
2024-Q4,2024-12-11,Maria Elvira Salazar,Republican,FL,"Rep. Salazar Questions Secretary of State Blinken on Venezuela, Colombia, and Cuba at House Foreign Relations Committee Hearing",https://salazar.house.gov/media/press-releases/rep-salazar-questions-secretary-state-blinken-venezuela-colombia-and-cuba,congress_press/2024/2024-12.jsonl,967
2024-Q4,2024-12-12,James E. Clyburn,Democrat,SC,Clyburn Statement On President Biden Providing Clemency And Pardons For Individuals Convicted Of Non-Violent Crimes,https://clyburn.house.gov/clyburn-statement-on-president-biden-providing-clemency-and-pardons-for-individuals-convicted-of-non-violent-crimes/,congress_press/2024/2024-12.jsonl,1104
2024-Q4,2024-12-12,Jasmine Crockett,Democrat,TX,"Rep. Crockett Applauds Biden Admin for Clemency of Nearly 1500 Americans, Including TX-30 Constituent",https://crockett.house.gov/media/press-releases/rep-crockett-applauds-biden-admin-clemency-nearly-1500-americans-including-tx,congress_press/2024/2024-12.jsonl,1111
2024-Q4,2024-12-12,Steven Horsford,Democrat,NV,Horsford Applauds President Biden’s Historic Clemency Action,https://horsford.house.gov/media/press-releases/horsford-applauds-president-biden-s-historic-clemency-action,congress_press/2024/2024-12.jsonl,1130
2024-Q4,2024-12-12,Darin LaHood,Republican,IL,"LaHood Statement on President Biden’s Commutation of former Dixon, IL Comptroller Rita Crundwell",https://lahood.house.gov/2024/12/lahood-statement-on-president-biden-s-commutation-of-former-dixon-il-comptroller-rita-crundwell,congress_press/2024/2024-12.jsonl,1136
2024-Q4,2024-12-12,Bonnie Watson Coleman,Democrat,NJ,Rep. Bonnie Watson Coleman Applauds Historic Biden Administration Commutations Following Years of Advocacy,https://watsoncoleman.house.gov/newsroom/press-releases/rep-bonnie-watson-coleman-applauds-historic-biden-administration-commutations-following-years-of-advocacy,congress_press/2024/2024-12.jsonl,1188
2024-Q4,2024-12-12,Frederica S. Wilson,Democrat,FL,"Rep. Wilson Applauds President Biden for Providing Clemency for Nearly 1,500 Americans and Urges the President to Issue More Pardons",https://wilson.house.gov/media/press-releases/rep-wilson-applauds-president-biden-for-providing-clemency-for-nearly-1500-americans-and-urges-the-president-to-issue-more-pardons,congress_press/2024/2024-12.jsonl,1192
2024-Q4,2024-12-13,Kirsten E. Gillibrand,Democrat,NY,ICYMI: New York Times Highlights Senator Gillibrand’s Efforts To Enshrine Equality And Reproductive Rights In The Constitution Via The Equal,https://www.gillibrand.senate.gov/news/press/release/icymi-new-york-times-highlights-senator-gillibrands-efforts-to-enshrine-equality-and-reproductive-rights-in-the-constitution-via-the-equal-rights-amendment/,congress_press/2024/2024-12.jsonl,1363
2024-Q4,2024-12-13,Brian Schatz,Democrat,HI,"Schatz, Grijalva Lead Group Of 34 Lawmakers Urging President Biden To Pardon Native American Activist Leonard Peltier",https://www.schatz.senate.gov/news/press-releases/schatz-grijalva-lead-group-of-34-lawmakers-urging-president-biden-to-pardon-native-american-activist-leonard-peltier,congress_press/2024/2024-12.jsonl,1383
2024-Q4,2024-12-16,Jasmine Crockett,Democrat,TX,Crockett Leads Letter Calling For Clemency for Americans Convicted On Federal Crack Cocaine Offenses,https://crockett.house.gov/media/press-releases/crockett-leads-letter-calling-clemency-americans-convicted-federal-crack,congress_press/2024/2024-12.jsonl,1422
2024-Q4,2024-12-18,Mitch McConnell,Republican,KY,McConnell On Push To Commute Mass Murderers: “No Legacy A President Should Seek”,https://www.mcconnell.senate.gov/public/index.cfm/pressreleases?ID=499586D2-39FB-485D-A787-22B0D9F5373F,congress_press/2024/2024-12.jsonl,1875
2024-Q4,2024-12-23,"Robert C. ""Bobby"" Scott",Democrat,VA,Scott Applauds Biden For Federal Death Row Commutations,https://bobbyscott.house.gov/media-center/press-releases/scott-applauds-biden-federal-death-row-commutations,congress_press/2024/2024-12.jsonl,2464
2024-Q4,2024-12-23,Sheila Cherfilus-McCormick,Democrat,FL,Congresswoman Cherfilus-McCormick Commends Biden's Decision to Stop Execution of 37 Individuals on Federal Death Row,https://cherfilus-mccormick.house.gov/media/press-releases/congresswoman-cherfilus-mccormick-commends-bidens-decision-stop-execution-37,congress_press/2024/2024-12.jsonl,2467
2024-Q4,2024-12-23,Yvette D. Clarke,Democrat,NY,CLARKE LEADS LETTER TO PRESIDENT BIDEN URGING THE EXONERATION OF MARCUS GARVEY,https://clarke.house.gov/clarke-leads-letter-to-president-biden-urging-the-exoneration-of-marcus-garvey/,congress_press/2024/2024-12.jsonl,2468
2024-Q4,2024-12-23,Yvette D. Clarke,Democrat,NY,CLARKE RELEASES STATEMENT ON PRESIDENT BIDEN’S DECISION TO COMMUTE THE SENTENCES OF 37 INDIVIDUALS ON DEATH ROW,https://clarke.house.gov/clarke-releases-statement-on-president-bidens-decision-to-commute-the-sentences-of-37-individuals-on-death-row/,congress_press/2024/2024-12.jsonl,2469
2024-Q4,2024-12-23,James E. Clyburn,Democrat,SC,ICYMI: Clyburn Statement On President Biden Announcement Of Federal Death Row Commutations,https://clyburn.house.gov/icymi-clyburn-statement-on-president-biden-announcement-of-federal-death-row-commutations/,congress_press/2024/2024-12.jsonl,2471
2024-Q4,2024-12-23,Sydney Kamlager-Dove,Democrat,CA,Kamlager-Dove Statement on President Biden’s Commutation of Nearly All Federal Death Row Inmates,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-statement-president-bidens-commutation-nearly-all-federal-death,congress_press/2024/2024-12.jsonl,2481
2024-Q4,2024-12-23,Ilhan Omar,Democrat,MN,Rep. Omar’s Statement on President Biden’s Death Penalty Clemency Decision,https://omar.house.gov/media/press-releases/rep-omars-statement-president-bidens-death-penalty-clemency-decision,congress_press/2024/2024-12.jsonl,2491
2024-Q4,2024-12-23,Todd Young,Republican,IN,Young Statement on President Biden’s Veto of the Bipartisan JUDGES Act,https://www.young.senate.gov/newsroom/press-releases/young-statement-on-president-bidens-veto-of-the-bipartisan-judges-act/,congress_press/2024/2024-12.jsonl,2529
2024-Q4,2024-12-29,James E. Clyburn,Democrat,SC,Clyburn Statement On The Passing Of President Jimmy Carter,https://clyburn.house.gov/clyburn-statement-on-the-passing-of-president-jimmy-carter/,congress_press/2024/2024-12.jsonl,2599
2025-Q1,2025-01-01,Josh Hawley,Republican,MO,"Hawley Demands Senate Haul Mayorkas, Wray in for Testimony After Terrorist-linked Attack on NYE Leaves 10 Dead, Dozens Injured",https://www.hawley.senate.gov/hawley-demands-senate-haul-mayorkas-wray-in-for-testimony-after-terrorist-linked-attack-on-nye-leaves-10-dead-dozens-injured/,congress_press/2025/2025-01.jsonl,12
2025-Q1,2025-01-02,Tom Cotton,Republican,AR,"Cotton, McConnell Statement on Reinstatement of Plea Deals for Terrorists",https://www.cotton.senate.gov/news/press-releases/cotton-mcconnell-statement-on-reinstatement-of-plea-deals-for-terrorists,congress_press/2025/2025-01.jsonl,58
2025-Q1,2025-01-06,Bennie G. Thompson,Democrat,MS,Former January 6 Committee Chairman Thompson Statement on the Anniversary of the January 6 Attack on the Capitol,https://benniethompson.house.gov/media/press-releases/former-january-6-committee-chairman-thompson-statement-anniversary-january-6,congress_press/2025/2025-01.jsonl,459
2025-Q1,2025-01-06,Bennie G. Thompson,Democrat,MS,Former January 6 Committee Chairman Thompson Statement on the Anniversary of the January 6 Attack on the Capitol,https://benniethompson.house.gov/media/press-releases/former-january-6-committee-chairman-thompson-statement-anniversary-january-6-0,congress_press/2025/2025-01.jsonl,460
2025-Q1,2025-01-06,Gwen Moore,Democrat,WI,Congresswoman Gwen Moore Statement on Fourth Anniversary of January 6th Attack on U.S. Capitol,https://gwenmoore.house.gov/news/documentsingle.aspx?DocumentID=5486,congress_press/2025/2025-01.jsonl,509
2025-Q1,2025-01-06,Steny H. Hoyer,Democrat,MD,Hoyer Statement Marking Four Years After the Attack on the U.S. Capitol,https://hoyer.house.gov/media/press-releases/hoyer-statement-marking-four-years-after-attack-us-capitol,congress_press/2025/2025-01.jsonl,515
2025-Q1,2025-01-06,Pramila Jayapal,Democrat,WA,Jayapal Statement Recognizing January 6th,https://jayapal.house.gov/2025/01/06/jayapal-statement-recognizing-january-6th/,congress_press/2025/2025-01.jsonl,519
2025-Q1,2025-01-06,Summer L. Lee,Democrat,PA,Rep. Lee Statement on Certifying the Election and Marking 4 Years Since January 6th Insurrection,https://summerlee.house.gov/newsroom/press-releases/rep-lee-statement-on-certifying-the-election-and-marking-4-years-since-january-6th-insurrection,congress_press/2025/2025-01.jsonl,567
2025-Q1,2025-01-07,John W. Mannion,Democrat,NY,STATEMENT FROM REPRESENTATIVE JOHN W. MANNION (NY-22) ON JANUARY 6TH AND CERTIFYING THE 2024 PRESIDENTIAL ELECTION,https://mannion.house.gov/media/press-releases/statement-representative-john-w-mannion-ny-22-january-6th-and-certifying-2024,congress_press/2025/2025-01.jsonl,707
2025-Q1,2025-01-08,John Barrasso,Republican,WY,Lame Duck Biden Undermines American Values,https://www.barrasso.senate.gov/newsroom-news-releases-lame-duck-biden-undermines-american-values/,congress_press/2025/2025-01.jsonl,958
2025-Q1,2025-01-09,Steve Cohen,Democrat,TN,Congressman Cohen Reintroduces an Amendment to the Constitution to Clarify and Limit the Presidential Pardon Power,https://cohen.house.gov/media-center/press-releases/congressman-cohen-reintroduces-amendment-constitution-clarify-and-limit,congress_press/2025/2025-01.jsonl,1062
2025-Q1,2025-01-13,Brendan F. Boyle,Democrat,PA,Congressman Brendan Boyle Renews Call for President Biden to Issue Blanket Pardons for Those Targeted by Trump’s “Enemies List”,https://boyle.house.gov/media-center/press-releases/congressman-brendan-boyle-renews-call-president-biden-issue-blanket,congress_press/2025/2025-01.jsonl,1417
2025-Q1,2025-01-15,Mike Quigley,Democrat,IL,"Quigley Delivers Floor Speech Urging Justice, Accountability for January 6 Insurrection and Supporting Commemoration of Police Who Defended ",https://quigley.house.gov/media-center/press-releases/quigley-delivers-floor-speech-urging-justice-accountability-january-6,congress_press/2025/2025-01.jsonl,1971
2025-Q1,2025-01-15,Richard Blumenthal,Democrat,CT,"Blumenthal to Bondi: You Have to be Able to Say ""No"" to the President of the United States",https://www.blumenthal.senate.gov/newsroom/press/release/blumenthal-to-bondi-you-have-to-be-able-to-say-no-to-the-president-of-the-united-states,congress_press/2025/2025-01.jsonl,2029
2025-Q1,2025-01-15,Tommy Tuberville,Republican,AL,ICYMI: Tuberville in The Washington Times: USTR’s last-minute effort to neuter Trump’s USMCA,https://www.tuberville.senate.gov/newsroom/press-releases/icymi-tuberville-in-the-washington-times-ustrs-last-minute-effort-to-neuter-trumps-usmca/,congress_press/2025/2025-01.jsonl,2115
2025-Q1,2025-01-16,Tommy Tuberville,Republican,AL,"Tuberville: “It’s a New Day in America, Greatness Awaits Us if We Answer the Call of the American People”",https://www.tuberville.senate.gov/newsroom/press-releases/tuberville-its-a-new-day-in-america-greatness-awaits-us-if-we-answer-the-call-of-the-american-people/,congress_press/2025/2025-01.jsonl,2436
2025-Q1,2025-01-17,Jasmine Crockett,Democrat,TX,Crockett Applauds Biden for Answering Call to Commute Sentences of Those Convicted on Non-Violent Crack Cocaine Offenses,https://crockett.house.gov/media/press-releases/crockett-applauds-biden-answering-call-commute-sentences-those-convicted-non,congress_press/2025/2025-01.jsonl,2496
2025-Q1,2025-01-17,Sydney Kamlager-Dove,Democrat,CA,"Kamlager-Dove Celebrates President Biden’s Commutation of Nearly 2,500 Nonviolent Drug Sentences",https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-celebrates-president-bidens-commutation-nearly-2500-nonviolent,congress_press/2025/2025-01.jsonl,2529
2025-Q1,2025-01-17,William R. Keating,Democrat,MA,KEATING STATEMENT ON INAUGURATION,https://keating.house.gov/inauguration2025,congress_press/2025/2025-01.jsonl,2532
2025-Q1,2025-01-19,"Robert C. ""Bobby"" Scott",Democrat,VA,Scott Applauds Biden for Latest Clemency Actions,https://bobbyscott.house.gov/media-center/press-releases/scott-applauds-biden-latest-clemency-actions,congress_press/2025/2025-01.jsonl,2697
2025-Q1,2025-01-19,Yvette D. Clarke,Democrat,NY,CLARKE RELEASES STATEMENT ON BIDEN POSTHUMOUSLY PARDONING MARCUS GARVEY,https://clarke.house.gov/clarke-releases-statement-on-biden-posthumously-pardoning-marcus-garvey/,congress_press/2025/2025-01.jsonl,2698
2025-Q1,2025-01-19,Yvette D. Clarke,Democrat,NY,CLARKE RELEASES STATEMENT ON BIDEN’S PARDON OF IMMIGRANT RIGHTS ADVOCATE RAVI RAGBIR,https://clarke.house.gov/clarke-releases-statement-on-bidens-pardon-of-immigrant-rights-advocate-ravi-ragbir/,congress_press/2025/2025-01.jsonl,2699
2025-Q1,2025-01-19,Tim Kaine,Democrat,VA,Kaine Statement on President Biden’s Pardon of Virginia House Speaker Don Scott,https://www.kaine.senate.gov/press-releases/01/19/2025/kaine-statement-on-president-bidens-pardon-of-virginia-house-speaker-don-scott,congress_press/2025/2025-01.jsonl,2711
2025-Q1,2025-01-20,Bennie G. Thompson,Democrat,MS,Congressman Bennie G. Thompson and Former Congresswoman Liz Cheney Joint Statement on Behalf of the Members of the Bipartisan Select Committ,https://benniethompson.house.gov/media/press-releases/congressman-bennie-g-thompson-and-former-congresswoman-liz-cheney-joint,congress_press/2025/2025-01.jsonl,2727
2025-Q1,2025-01-20,Bennie G. Thompson,Democrat,MS,Former January 6 Committee Chairman Thompson Statement on President Trump Pardoning Over 1500 Criminals,https://benniethompson.house.gov/media/press-releases/former-january-6-committee-chairman-thompson-statement-president-trump,congress_press/2025/2025-01.jsonl,2728
2025-Q1,2025-01-20,Brendan F. Boyle,Democrat,PA,Boyle Applauds Preemptive Pardons Issued by President Biden,https://boyle.house.gov/media-center/press-releases/boyle-applauds-preemptive-pardons-issued-president-biden,congress_press/2025/2025-01.jsonl,2732
2025-Q1,2025-01-20,Brendan F. Boyle,Democrat,PA,Boyle Statement on Trump Pardoning January 6 Criminals,https://boyle.house.gov/media-center/press-releases/boyle-statement-trump-pardoning-january-6-criminals,congress_press/2025/2025-01.jsonl,2733
2025-Q1,2025-01-20,Steve Cohen,Democrat,TN,Congressman Cohen Condemns Unreasonable and Dangerous Trump Executive Orders,https://cohen.house.gov/media-center/press-releases/congressman-cohen-condemns-unreasonable-and-dangerous-trump-executive,congress_press/2025/2025-01.jsonl,2745
2025-Q1,2025-01-20,James Comer,Republican,KY,Chairman Comer Blasts Preemptive Pardons for the Biden Crime Family,https://comer.house.gov/2025/1/chairman-comer-blasts-preemptive-pardons-for-the-biden-crime-family,congress_press/2025/2025-01.jsonl,2748
2025-Q1,2025-01-20,Dusty Johnson,Republican,SD,Johnson Condemns Biden’s Commutation of Peltier’s Sentence,https://dustyjohnson.house.gov/media/press-releases/johnson-condemns-bidens-commutation-peltiers-sentence,congress_press/2025/2025-01.jsonl,2756
2025-Q1,2025-01-20,Vicente Gonzalez,Democrat,TX,Congressman Gonzalez Rebukes President Biden for his Refusal to Grant Clemency to South Texans,https://gonzalez.house.gov/media/press-releases/congressman-gonzalez-rebukes-president-biden-his-refusal-grant-clemency-south,congress_press/2025/2025-01.jsonl,2766
2025-Q1,2025-01-20,Zoe Lofgren,Democrat,CA,Statement from the Former Members of the January 6 Select Committee,https://lofgren.house.gov/media/press-releases/statement-former-members-january-6-select-committee,congress_press/2025/2025-01.jsonl,2788
2025-Q1,2025-01-20,Nancy Pelosi,Democrat,CA,Pelosi Statement on President Trump’s Executive Action on January 6th Rioters,https://pelosi.house.gov/news/press-releases/pelosi-statement-president-trumps-executive-action-january-6th-rioters,congress_press/2025/2025-01.jsonl,2808
2025-Q1,2025-01-20,Richard Blumenthal,Democrat,CT,Blumenthal Statement on Donald Trump's Inaugural Remarks,https://www.blumenthal.senate.gov/newsroom/press/release/blumenthal-statement-on-donald-trumps-inaugural-remarks,congress_press/2025/2025-01.jsonl,2843
2025-Q1,2025-01-20,Brian Schatz,Democrat,HI,Schatz Statement on President Biden Commuting Life Sentence of Leonard Peltier,https://www.schatz.senate.gov/news/press-releases/schatz-statement-on-president-biden-commuting-life-sentence-of-leonard-peltier,congress_press/2025/2025-01.jsonl,2906
